track,artist,track_clean,artist_clean,final_emotion,reason
Beat Around The Bushes,Komor Kommando,beat around the bushes,komor kommando,anger,Already processed
A Graveyard Of Elephants,Opir,a graveyard of elephants,opir,anger,Already processed
Stadium Des Zerfalls,Tyske Ludder,stadium des zerfalls,tyske ludder,anger,Already processed
Soft Crack,Prurient,soft crack,prurient,anger,Already processed
Hammers Out of the Unutterable Palace,The Synthetic Dream Foundation,hammers out of the unutterable palace,the synthetic dream foundation,anger,Already processed
Stahl City,Die In Progress,stahl city,die in progress,anger,Already processed
Stargazer,Pascal FEOS,stargazer,pascal feos,anger,Already processed
Dogday,Genocide Organ,dogday,genocide organ,anger,Already processed
All is splashing now,カヒミ・カリィ,all is splashing now,カヒミカリィ,anger,Already processed
A night in silence,Jack or Jive,a night in silence,jack or jive,anger,Already processed
City of Straw,Sightings,city of straw,sightings,anger,Already processed
The Walls Of The City Shake (Featuring David Grubbs),Jason Forrest,the walls of the city shake featuring david grubbs,jason forrest,anger,Already processed
Wounded And Dead,Noizenecio,wounded and dead,noizenecio,anger,Already processed
New Dawn,Noctis Null,new dawn,noctis null,anger,Already processed
LOST CHILDREN,志方あきこ,lost children,志方あきこ,anger,Already processed
Rash,The Legendary Pink Dots,rash,the legendary pink dots,anger,Already processed
Push Over,Heatbeat,push over,heatbeat,anger,Already processed
The Sound ov the Shell,Asche,the sound ov the shell,asche,anger,Already processed
Arcadia,志方あきこ,arcadia,志方あきこ,anger,Already processed
Trigger Happy,aktivehate,trigger happy,aktivehate,anger,Already processed
Selected for Bleeding,Aslan Faction,selected for bleeding,aslan faction,anger,Already processed
Harbingers,Cisfinitum,harbingers,cisfinitum,anger,Already processed
St. Anger (Amended Version),Metallica,st anger amended version,metallica,anger,Already processed
Tears of blood,Jack or Jive,tears of blood,jack or jive,anger,Already processed
C.H.I.V.E.R.S.,Mr. Oizo,chivers,mr oizo,anger,Already processed
Catch 22,Merzbow,catch 22,merzbow,anger,Already processed
Maggot's Confession II,Deathcamp Project,maggots confession ii,deathcamp project,anger,Already processed
Omen reprise (denu remix),The Prodigy,omen reprise denu remix,the prodigy,anger,Already processed
Dein Geruch,Die In Progress,dein geruch,die in progress,anger,Already processed
Sample Start,Covenant,sample start,covenant,anger,Already processed
Till Death,Brotherhood,till death,brotherhood,anger,Already processed
Buonanotte,志方あきこ,buonanotte,志方あきこ,anger,Already processed
Air Wristcut,RoughSketch,air wristcut,roughsketch,anger,Already processed
空蝉,志方あきこ,空蝉,志方あきこ,anger,Already processed
ay carumba!!!!,teranoid & MC Natsack,ay carumba,teranoid mc natsack,anger,Already processed
Mephisto (Life Cried Remix),Terrorfakt,mephisto life cried remix,terrorfakt,anger,Already processed
Detect,Erode,detect,erode,anger,Already processed
Les Leçons de Français,カヒミ・カリィ,les leçons de français,カヒミカリィ,anger,Already processed
Molotov 1502,Bass Communion,molotov 1502,bass communion,anger,Already processed
The Super Cooooke!!!!!,RoughSketch,the super cooooke,roughsketch,anger,Already processed
The Velvet Machina,Psyborg Corp.,the velvet machina,psyborg corp,anger,Already processed
No Noise,Hanatarash,no noise,hanatarash,anger,Already processed
Der Schwarze Tod,Schwarzblut,der schwarze tod,schwarzblut,anger,Already processed
Screaming Fuck,Die In Progress,screaming fuck,die in progress,anger,Already processed
DC-10 (feat. Sonic Sum),Techno Animal,dc10 feat sonic sum,techno animal,anger,Already processed
Drugs vs. Violence,Implant,drugs vs violence,implant,anger,Already processed
We Are The Night,Extize,we are the night,extize,anger,Already processed
Arabesque,ルルティア,arabesque,ルルティア,anger,Already processed
Anal Killing,Grunt,anal killing,grunt,anger,Already processed
Leyre,志方あきこ,leyre,志方あきこ,anger,Already processed
ti ecroF,NorthBorne,ti ecrof,northborne,anger,Already processed
Silent Fuck,Die In Progress,silent fuck,die in progress,anger,Already processed
Heroin (Album Version (Mono)),The Velvet Underground,heroin album version mono,the velvet underground,anger,Already processed
the moon from below,Betwixt & Between,the moon from below,betwixt between,anger,Already processed
ROLLER COASTER,Red Bacteria Vacuum,roller coaster,red bacteria vacuum,anger,Already processed
Last Seven Plagues,Maurizio Bianchi,last seven plagues,maurizio bianchi,anger,Already processed
The Beat That Goes Ping,Komor Kommando,the beat that goes ping,komor kommando,anger,Already processed
Act Global,Winterkälte,act global,winterkälte,anger,Already processed
Neutral,Christian Marclay,neutral,christian marclay,anger,Already processed
barricades,100Blumen,barricades,blumen,anger,Already processed
CombiChrist--Kiss the Blade,Combichrist,combichristkiss the blade,combichrist,anger,Already processed
Still Be Your Girl,カヒミ・カリィ,still be your girl,カヒミカリィ,anger,Already processed
unwanted answer p3 (live),ryadeum,unwanted answer p3 live,ryadeum,anger,Already processed
Compass Rose,The Goslings,compass rose,the goslings,anger,Already processed
Too Tired to Consume,[de:ad:cibel],too tired to consume,deadcibel,anger,Already processed
Untitled (Hidden Track),Sam,untitled hidden track,sam,anger,Already processed
Metel,Cylob,metel,cylob,anger,Already processed
Paradoxical Silence,Betwixt & Between,paradoxical silence,betwixt between,anger,Already processed
Ad Silentia Luna Amica Mea,Luc Arbogast,ad silentia luna amica mea,luc arbogast,anger,Already processed
Into The Future,Bone Thugs-N-Harmony,into the future,bone thugsnharmony,anger,Already processed
Antikrist,Komor Kommando,antikrist,komor kommando,anger,Already processed
The Rapture,Evol Intent,the rapture,evol intent,anger,Already processed
Like Some Ancient Deeds,Die In Progress,like some ancient deeds,die in progress,anger,Already processed
片翼の鳥 -instrumental-,志方あきこ,片翼の鳥 instrumental,志方あきこ,anger,Already processed
Ongaku Orx013,kenta-v.ez.,ongaku orx013,kentavez,anger,Already processed
014,Fennesz,,fennesz,anger,Already processed
Justification / the Circle Remains Closed,Ride For Revenge,justification the circle remains closed,ride for revenge,anger,Already processed
Das Blut unserer Zeit,Die In Progress,das blut unserer zeit,die in progress,anger,Already processed
thrash up disturbace #4,Coaltar of the Deepers,thrash up disturbace 4,coaltar of the deepers,anger,Already processed
armour fell asleep,Chelsea Wolfe,armour fell asleep,chelsea wolfe,anger,Already processed
Blues'N'Tubes,Komor Kommando,bluesntubes,komor kommando,anger,Already processed
Untitled 4,Apoptygma Berzerk,untitled 4,apoptygma berzerk,anger,Already processed
Rules Of Enragement,Lewis Black,rules of enragement,lewis black,anger,Already processed
The Shriek She Made When She Died Was Erased By The Sound of Lightning,Venetian Snares,the shriek she made when she died was erased by the sound of lightning,venetian snares,anger,Already processed
Ordain And Establish,Opir,ordain and establish,opir,anger,Already processed
Jerusalem syndrom,[de:ad:cibel],jerusalem syndrom,deadcibel,anger,Already processed
ひらいてさんぜ,志方あきこ,ひらいてさんぜ,志方あきこ,anger,Already processed
Die Höhle des Löwe,Die In Progress,die höhle des löwe,die in progress,anger,Already processed
Lolita Go Home,カヒミ・カリィ,lolita go home,カヒミカリィ,anger,Already processed
Poise,Surgeon,poise,surgeon,anger,Already processed
時に埋もれた言葉,志方あきこ,時に埋もれた言葉,志方あきこ,anger,Already processed
Harmonia ～見果てぬ地へ～,志方あきこ,harmonia 見果てぬ地へ,志方あきこ,anger,Already processed
Unam Sanctam,POLY CALAMITY,unam sanctam,poly calamity,anger,Already processed
Perpetual Motion,Phobium,perpetual motion,phobium,anger,Already processed
BUTTHOLE MADNESS,Loli Battle Machine,butthole madness,loli battle machine,anger,Already processed
Emperors Corpse Enclosed In The Plaster Wall,Prurient,emperors corpse enclosed in the plaster wall,prurient,anger,Already processed
Xfixiation (Remix by SITD),Tactical Sekt,xfixiation remix by sitd,tactical sekt,anger,Already processed
調和 ～大地の讃歌～,志方あきこ,調和 大地の讃歌,志方あきこ,anger,Already processed
In the Flood With the Flood,Father Murphy,in the flood with the flood,father murphy,anger,Already processed
調和 ～Harmonia～,志方あきこ,調和 harmonia,志方あきこ,anger,Already processed
The Return of the Pagan Fullmoon,Uruk-Hai,the return of the pagan fullmoon,urukhai,anger,Already processed
The Long Way Home,Die In Progress,the long way home,die in progress,anger,Already processed
"miku you, fxxk you",REDALiCE,miku you fxxk you,redalice,anger,Already processed
Sins of My Past,Lujhboia,sins of my past,lujhboia,anger,Already processed
翅亡キ花,志方あきこ,翅亡キ花,志方あきこ,anger,Already processed
Lost,Elyzium,lost,elyzium,anger,Already processed
Under the Embrace of the Black Plague,Uruk-Hai,under the embrace of the black plague,urukhai,anger,Already processed
刻限のロンド,志方あきこ,刻限のロンド,志方あきこ,anger,Already processed
They Watched Him Detonated On The Linoleum Twisting,Venetian Snares,they watched him detonated on the linoleum twisting,venetian snares,anger,Already processed
祈りの果てのひとふりの,志方あきこ,祈りの果てのひとふりの,志方あきこ,anger,Already processed
Fools' Paradise,Bodycall,fools paradise,bodycall,anger,Already processed
philandrops (live),ryadeum,philandrops live,ryadeum,anger,Already processed
Skull Headbang,RoughSketch,skull headbang,roughsketch,anger,Already processed
Surrounded by You,灰野敬二,surrounded by you,灰野敬二,anger,Already processed
She Began To Cry Tears Of Blood Which Became Little Brick Houses When They Hit The Ground,Venetian Snares,she began to cry tears of blood which became little brick houses when they hit the ground,venetian snares,anger,Already processed
Rape Your God,reAdjust,rape your god,readjust,anger,Already processed
Suiren,志方あきこ,suiren,志方あきこ,anger,Already processed
Memory of the ocean,Jack or Jive,memory of the ocean,jack or jive,anger,Already processed
Final Survivor (Remix of 'Survivalism' by Nine Inch Nails),Die In Progress,final survivor remix of survivalism by nine inch nails,die in progress,anger,Already processed
immer,Karg,immer,karg,anger,Already processed
Unholy Medieval Congregation,Uruk-Hai,unholy medieval congregation,urukhai,anger,Already processed
My Sword for the Shadows Throne,Uruk-Hai,my sword for the shadows throne,urukhai,anger,Already processed
Um als Verloren zu Gelten,Die In Progress,um als verloren zu gelten,die in progress,anger,Already processed
Untitled 1,Sissy Spacek,untitled 1,sissy spacek,anger,Already processed
"Eric And Kitty Both Die Within A Month Of Each Other, Red Stares At The Coffee Table",Venetian Snares,eric and kitty both die within a month of each other red stares at the coffee table,venetian snares,anger,Already processed
Move,SkinjoB,move,skinjob,anger,Already processed
The Dark Well Of The Winter Forest,Uruk-Hai,the dark well of the winter forest,urukhai,anger,Already processed
Noise Anthem (Infacted 4 Version),Soman,noise anthem infacted 4 version,soman,anger,Already processed
Interludio,Uruk-Hai,interludio,urukhai,anger,Already processed
Someone Painted A Giant Paperclip On The Sidewalk Right Where You Fell,Venetian Snares,someone painted a giant paperclip on the sidewalk right where you fell,venetian snares,anger,Already processed
Knights of the Castle of the Black Sun,Uruk-Hai,knights of the castle of the black sun,urukhai,anger,Already processed
A march for new european,Jack or Jive,a march for new european,jack or jive,anger,Already processed
Cosmic Trigger Pulled At Koenji Space-Station,Guilty Connector,cosmic trigger pulled at koenji spacestation,guilty connector,anger,Already processed
Filosofia Oculta,Uruk-Hai,filosofia oculta,urukhai,anger,Already processed
He Was Shot By One Of Brian’s Children Holding The Cats Hostage In A Cardboard Box,Venetian Snares,he was shot by one of brians children holding the cats hostage in a cardboard box,venetian snares,anger,Already processed
Earnestly Pursued Oblivion,Opir,earnestly pursued oblivion,opir,anger,Already processed
Power in Paper,Cogwheel Dogs,power in paper,cogwheel dogs,anger,Already processed
Lethal Defense Systems V1,PreEmptive Strike 0.1,lethal defense systems v1,preemptive strike 01,anger,Already processed
What I Saw,Ultraform,what i saw,ultraform,anger,Already processed
She Spoke To It Through A Clock Radio In A Dream And Woke As A Cloudburst Obliterating Her Civilization,Venetian Snares,she spoke to it through a clock radio in a dream and woke as a cloudburst obliterating her civilization,venetian snares,anger,Already processed
Sequenzen,Die In Progress,sequenzen,die in progress,anger,Already processed
GABBA TANO*C,赤いひと,gabba tanoc,赤いひと,anger,Already processed
Synapsenbrecher (13th Monkey remix),KiEw,synapsenbrecher 13th monkey remix,kiew,anger,Already processed
The perils of yeast,pumpkin jacket,the perils of yeast,pumpkin jacket,anger,Already processed
He Secretly Collected Tragedies Under The Guise Of Learning From Past Mistakes And Moving Forward,Venetian Snares,he secretly collected tragedies under the guise of learning from past mistakes and moving forward,venetian snares,anger,Already processed
retest,ADSD,retest,adsd,anger,Already processed
He Shit Out His Own Skeleton And Wore His Floppy Flesh Like A Trench Coat,Venetian Snares,he shit out his own skeleton and wore his floppy flesh like a trench coat,venetian snares,anger,Already processed
He Became A Crooked Steeple In A Dusty Old Snow Globe Nobody Had Turned Over In Years,Venetian Snares,he became a crooked steeple in a dusty old snow globe nobody had turned over in years,venetian snares,anger,Already processed
Efface (long version),Merzbow,efface long version,merzbow,anger,Already processed
Farm Of Heads,DRILL BRA,farm of heads,drill bra,anger,Already processed
The White Order of Lucifer,Uruk-Hai,the white order of lucifer,urukhai,anger,Already processed
Namaste Geist Gestalt,Lauxna Lauksna,namaste geist gestalt,lauxna lauksna,anger,Already processed
Stay With Me,Fire In The Head,stay with me,fire in the head,anger,Already processed
Amanda,RoughSketch,amanda,roughsketch,anger,Already processed
Slug Bait 3 (32AR),Throbbing Gristle,slug bait 3 32ar,throbbing gristle,anger,Already processed
Biomorph,Modulate,biomorph,modulate,anger,Already processed
きまぐれあくびちゃん,大槻ケンヂと絶望少女達,きまぐれあくびちゃん,大槻ケンヂと絶望少女達,anger,Already processed
Crazy Painted On Eyebrows Staring Out The Front Window Eating Hot Dog Buns,Venetian Snares,crazy painted on eyebrows staring out the front window eating hot dog buns,venetian snares,anger,Already processed
When I Know You're Gone,Blind Faith and Envy,when i know youre gone,blind faith and envy,anger,Already processed
"Sora no Aka, Sora no Ao",志方あきこ,sora no aka sora no ao,志方あきこ,anger,Already processed
Mecha Tremors (Radio Edit),Animassacre,mecha tremors radio edit,animassacre,anger,Already processed
Say School Bus Yellow 17 Times Then Say Your Own Name And Cry,Venetian Snares,say school bus yellow 17 times then say your own name and cry,venetian snares,anger,Already processed
Nothing's Parting Again,Die In Progress,nothings parting again,die in progress,anger,Already processed
A Desperate Cry For Help,Battery Cage,a desperate cry for help,battery cage,anger,Already processed
Happy Day,endorphin / Skinny D,happy day,endorphin skinny d,anger,Already processed
This Goat Skull Is No Good For Thirsty Psy-trance Workers,Shitmat,this goat skull is no good for thirsty psytrance workers,shitmat,anger,Already processed
The Washington Consensus,Opir,the washington consensus,opir,anger,Already processed
Traumerei,ルルティア,traumerei,ルルティア,anger,Already processed
Asphalt & Flower,RoughSketch,asphalt flower,roughsketch,anger,Already processed
Slut,Martire,slut,martire,anger,Already processed
Night of the Templars (outro),Uruk-Hai,night of the templars outro,urukhai,anger,Already processed
Unforgiven,Die In Progress,unforgiven,die in progress,anger,Already processed
Perparaphy,Knurl,perparaphy,knurl,anger,Already processed
Purify all,t+pazolite,purify all,tpazolite,anger,Already processed
inject,Controlled Collapse,inject,controlled collapse,anger,Already processed
Rhizostoma Democratica,Opir,rhizostoma democratica,opir,anger,Already processed
GAME,Akira Death,game,akira death,anger,Already processed
kill all lifeforms (clashed edit),klangstabil,kill all lifeforms clashed edit,klangstabil,anger,Already processed
Unseen,Elyzium,unseen,elyzium,anger,Already processed
This Is Not a Rhythm (Maschine mix),Hypnoskull,this is not a rhythm maschine mix,hypnoskull,anger,Already processed
Live To Hate,Razored The Goblin,live to hate,razored the goblin,anger,Already processed
Decomposed Cadaver On The Cross,Morbosidad,decomposed cadaver on the cross,morbosidad,anger,Already processed
Stahlwerk,Volt,stahlwerk,volt,anger,Already processed
スペクトル,ルルティア,スペクトル,ルルティア,anger,Already processed
Conspiracy Of The Mankind,Guilty Connector,conspiracy of the mankind,guilty connector,anger,Already processed
Regen des Verfalls,Die In Progress,regen des verfalls,die in progress,anger,Already processed
What a Girl Wants,포미닛,what a girl wants,포미닛,anger,Already processed
Timesick,Kroakers,timesick,kroakers,anger,Already processed
Irrésistiblement,The Eccentric Opera,irrésistiblement,the eccentric opera,anger,Already processed
"Nail, 15cm Long",Guilty Connector,nail 15cm long,guilty connector,anger,Already processed
Welcome,La Magra,welcome,la magra,anger,Already processed
Anmitzcuaca,Alek Száhala,anmitzcuaca,alek száhala,anger,Already processed
2AM Visit,Guilty Connector,am visit,guilty connector,anger,Already processed
Turn Away God,Profanatica,turn away god,profanatica,anger,Already processed
XRUZT,Return to Mono,xruzt,return to mono,anger,Already processed
In Cold Blood,Bloodhammer,in cold blood,bloodhammer,anger,Already processed
Nobody Loves You Like I Do,MakTub,nobody loves you like i do,maktub,anger,Already processed
"Danger,terrain vallonné",sickness,dangerterrain vallonné,sickness,anger,Already processed
Incantation,Horse Latitudes,incantation,horse latitudes,anger,Already processed
Giselle,ルルティア,giselle,ルルティア,anger,Already processed
Morrígan,Tran Qual,morrígan,tran qual,anger,Already processed
"Don't ask me ""Why?""!",Painbastard,dont ask me why,painbastard,anger,Already processed
Mercury,FAKTOR4,mercury,faktor4,anger,Already processed
Eevilution,Prometheus Burning,eevilution,prometheus burning,anger,Already processed
Metal,Proteus,metal,proteus,anger,Already processed
Ódio,Bizarra Locomotiva,ódio,bizarra locomotiva,anger,Already processed
Rotten to the core (Solitary experiments remix),X-Fusion,rotten to the core solitary experiments remix,xfusion,anger,Already processed
Allice,Synapscape,allice,synapscape,anger,Already processed
No Sympathy,D-Tox,no sympathy,dtox,anger,Already processed
Sado-Satyrical Slavegoat,Unholy Crucifix,sadosatyrical slavegoat,unholy crucifix,anger,Already processed
The Seventh Seal,Vulcano,the seventh seal,vulcano,anger,Already processed
closed circuit loop,Phuq,closed circuit loop,phuq,anger,Already processed
Pygmalism (remixed by Optiganally Yours),カヒミ・カリィ,pygmalism remixed by optiganally yours,カヒミカリィ,anger,Already processed
Nightfall,Return to Mono,nightfall,return to mono,anger,Already processed
Mordo,Bizarra Locomotiva,mordo,bizarra locomotiva,anger,Already processed
Akira Death,Akira Death,akira death,akira death,anger,Already processed
Nocturnal Fornications,Nuclear Desecration,nocturnal fornications,nuclear desecration,anger,Already processed
Cans,Mico de Noche,cans,mico de noche,anger,Already processed
Warlord (Album Version),Terrorfakt,warlord album version,terrorfakt,anger,Already processed
Slaves (Of The Crucifix),Poison (GER),slaves of the crucifix,poison ger,anger,Already processed
輝夜,志方あきこ,輝夜,志方あきこ,anger,Already processed
cage of love,Daija,cage of love,daija,anger,Already processed
New York over a period of six months,the Ugliest Man in the World,new york over a period of six months,the ugliest man in the world,anger,Already processed
Camouflaged Identity,FFH,camouflaged identity,ffh,anger,Already processed
"Owl, Barn - Territorial scream",Cornell Lab of Ornithology,owl barn territorial scream,cornell lab of ornithology,anger,Already processed
Iiris,Bizarre Uproar,iiris,bizarre uproar,anger,Already processed
Finally,Mariel Ito,finally,mariel ito,anger,Already processed
to the unseen ground,Daija,to the unseen ground,daija,anger,Already processed
Chime of the Goat's Head Bell,Crucifier,chime of the goats head bell,crucifier,anger,Already processed
祈り～モンラム～,志方あきこ,祈りモンラム,志方あきこ,anger,Already processed
Very Important Beep,DJ TECHNORCH,very important beep,dj technorch,anger,Already processed
Für Elise (feat. Gurthang) - Bonus track,Negrobeat,für elise feat gurthang bonus track,negrobeat,anger,Already processed
Fabulist Decay,Cabinet of Natural Curiosities,fabulist decay,cabinet of natural curiosities,anger,Already processed
endlicher Entfernung,Berserk+Haste,endlicher entfernung,berserkhaste,anger,Already processed
Mars Is A Pretty Red Dress,The Sleeping Sea,mars is a pretty red dress,the sleeping sea,anger,Already processed
Lost in the Loneliness,Subliminal Code,lost in the loneliness,subliminal code,anger,Already processed
Doléances D'une Promise De Saintes Colombes,Luc Arbogast,doléances dune promise de saintes colombes,luc arbogast,anger,Already processed
Quadrephlex,Kinesthesia,quadrephlex,kinesthesia,anger,Already processed
Tuning Out,Prometheus Burning,tuning out,prometheus burning,anger,Already processed
Loli Crying In The Rain (Three compressors! Wheee~),Bubblegum Noise,loli crying in the rain three compressors wheee,bubblegum noise,anger,Already processed
aphrodisiac,Daija,aphrodisiac,daija,anger,Already processed
Improvvisazione per interferenza di massa,Nico Mangifesta,improvvisazione per interferenza di massa,nico mangifesta,anger,Already processed
生き方,Akira Death,生き方,akira death,anger,Already processed
White and Black,The Rorschach Audio,white and black,the rorschach audio,anger,Already processed
復活富士山頂大回転,DJ TECHNORCH,復活富士山頂大回転,dj technorch,anger,Already processed
謳う丘～EXEC_HARVESTASYA/.～,志方あきこ,謳う丘exec_harvestasya,志方あきこ,anger,Already processed
Dreams Die.,Navicon Torture Technologies,dreams die,navicon torture technologies,anger,Already processed
Slave,Hydrocyanic,slave,hydrocyanic,anger,Already processed
From flesh to machines,Alek Száhala,from flesh to machines,alek száhala,anger,Already processed
musical,Lunch,musical,lunch,anger,Already processed
Die Höhle des Löwen,Die In Progress,die höhle des löwen,die in progress,anger,Already processed
Grind,RoughSketch,grind,roughsketch,anger,Already processed
Long Lasting Happiness Part 4,Grunt,long lasting happiness part 4,grunt,anger,Already processed
Persecution,Filthy,persecution,filthy,anger,Already processed
a foray into the jungle of my mind,Phuq,a foray into the jungle of my mind,phuq,anger,Already processed
Time Passes Directly Through Hell,Die In Progress,time passes directly through hell,die in progress,anger,Already processed
Carry On,DIE!!DIE!!COLOR!!!,carry on,diediecolor,anger,Already processed
CAME FROM,Five Star Hotel,came from,five star hotel,anger,Already processed
Weapon of Mass Pwnage,Suicide Fetish,weapon of mass pwnage,suicide fetish,anger,Already processed
into the LIGHT,God Module,into the light,god module,anger,Already processed
XTRA,Five Star Hotel,xtra,five star hotel,anger,Already processed
Equilibrium In The Deathwind Stench,Sepulchral Aura,equilibrium in the deathwind stench,sepulchral aura,anger,Already processed
Killsound (feat. MC Jakes),Tech Itch & Gein,killsound feat mc jakes,tech itch gein,anger,Already processed
Zusammengehörigkeit,Betwixt & Between,zusammengehörigkeit,betwixt between,anger,Already processed
POOR FATE,Five Star Hotel,poor fate,five star hotel,anger,Already processed
Silent Hunter,Winter Offensive,silent hunter,winter offensive,anger,Already processed
Out,Amphetamine Logic,out,amphetamine logic,anger,Already processed
00 TYPE,Five Star Hotel,type,five star hotel,anger,Already processed
Dismembering Chamber,Sala della Pallacorda,dismembering chamber,sala della pallacorda,anger,Already processed
Don't Crash (Pulenta Version),Clonn,dont crash pulenta version,clonn,anger,Already processed
symbinarcotic air breather deep in the arms of morphine,klaswar,symbinarcotic air breather deep in the arms of morphine,klaswar,anger,Already processed
Snap My Fingers,Ultraform,snap my fingers,ultraform,anger,Already processed
WORST STRIKE,Five Star Hotel,worst strike,five star hotel,anger,Already processed
VORTEX,Five Star Hotel,vortex,five star hotel,anger,Already processed
ORBITS,Five Star Hotel,orbits,five star hotel,anger,Already processed
エルーシア,志方あきこ,エルーシア,志方あきこ,anger,Already processed
DEALER,Five Star Hotel,dealer,five star hotel,anger,Already processed
We're All Crazy,Phobium,were all crazy,phobium,anger,Already processed
Manufactured and Sold,Gears of Destruction,manufactured and sold,gears of destruction,anger,Already processed
Trolling '98,Slogun,trolling 98,slogun,anger,Already processed
Frozen Guitars And Sunloop/7e,Merzbow,frozen guitars and sunloop7e,merzbow,anger,Already processed
You'll Love Me When I'm Dead,Doe Eye,youll love me when im dead,doe eye,anger,Already processed
キオカイト,志方あきこ,キオカイト,志方あきこ,anger,Already processed
harshwave,Antireality,harshwave,antireality,anger,Already processed
SQUAD,Five Star Hotel,squad,five star hotel,anger,Already processed
Prana,High Level Static,prana,high level static,anger,Already processed
first_drop,noise.inc,first_drop,noiseinc,anger,Already processed
SNOWBLIND,Five Star Hotel,snowblind,five star hotel,anger,Already processed
SPIRICOM,Five Star Hotel,spiricom,five star hotel,anger,Already processed
D0PX,Five Star Hotel,d0px,five star hotel,anger,Already processed
Harsh Drugs & BDSM - W.A.S.T.E. Harsh Noise Mix,Alien Vampires,harsh drugs bdsm waste harsh noise mix,alien vampires,anger,Already processed
Rich Daddy,Magik Markers,rich daddy,magik markers,anger,Already processed
Daily Matters,Blind Zero,daily matters,blind zero,anger,Already processed
Thoughts Affect Matter,Navicon Torture Technologies,thoughts affect matter,navicon torture technologies,anger,Already processed
BODY,Five Star Hotel,body,five star hotel,anger,Already processed
ECRIT ELON,Five Star Hotel,ecrit elon,five star hotel,anger,Already processed
World in a mess,Hakuchi,world in a mess,hakuchi,anger,Already processed
Blue Hole,Hommarju,blue hole,hommarju,anger,Already processed
黎明～Aurora～,志方あきこ,黎明aurora,志方あきこ,anger,Already processed
Chains Of Sow,Wolverine Carcass,chains of sow,wolverine carcass,anger,Already processed
ventrex,Phuq,ventrex,phuq,anger,Already processed
Rock Bath,Skerror,rock bath,skerror,anger,Already processed
試想/想起/起動,志方あきこ,試想想起起動,志方あきこ,anger,Already processed
EOLS (ALT TAKE),Five Star Hotel,eols alt take,five star hotel,anger,Already processed
Übermensch,Miserycore,übermensch,miserycore,anger,Already processed
Bound,Raivyn,bound,raivyn,anger,Already processed
春告げ～Raggi di primavera～,志方あきこ,春告げraggi di primavera,志方あきこ,anger,Already processed
When I Am High,Tsar Poloz,when i am high,tsar poloz,anger,Already processed
frilla,Phuq,frilla,phuq,anger,Already processed
From the Abyss,Cathedral of Failure,from the abyss,cathedral of failure,anger,Already processed
Hardcore (Radio Mix),Cosmic Gate,hardcore radio mix,cosmic gate,anger,Already processed
Sueisfine,Coaltar of the Deepers,sueisfine,coaltar of the deepers,anger,Already processed
Not An Option (Ordos),Jarrid Mendelson,not an option ordos,jarrid mendelson,anger,Already processed
FAIL SAFE (VERSION) / WORK,Five Star Hotel,fail safe version work,five star hotel,anger,Already processed
"Mein Blut, Meine Asche",Rasthof Dachau,mein blut meine asche,rasthof dachau,anger,Already processed
Live at Mania,Alek Száhala,live at mania,alek száhala,anger,Already processed
Luftzug II,Pneumogaastriq,luftzug ii,pneumogaastriq,anger,Already processed
Dva tisice let,Maniac Butcher,dva tisice let,maniac butcher,anger,Already processed
The Red Fog,Gears of Destruction,the red fog,gears of destruction,anger,Already processed
cliché (original version),"if you can't bring any beauty into the world, the next best thing is to show everybody how ugly everything is.",cliché original version,if you cant bring any beauty into the world the next best thing is to show everybody how ugly everything is,anger,Already processed
Miserable Failure,Pig Dogs,miserable failure,pig dogs,anger,Already processed
Gold Ichor Spills From Shattered Bones,Death Kneel,gold ichor spills from shattered bones,death kneel,anger,Already processed
Resurser,Arv & Miljö,resurser,arv miljö,anger,Already processed
TurboR-909,Blasterhead,turbor909,blasterhead,anger,Already processed
cunts,Dalglish,cunts,dalglish,anger,Already processed
Fødemugg,Dau Unge,fødemugg,dau unge,anger,Already processed
Bestial Incineration,Throneum,bestial incineration,throneum,anger,Already processed
Saw-Saw.,t+pazolite,sawsaw,tpazolite,anger,Already processed
A Lifetime of Pain,Gears of Destruction,a lifetime of pain,gears of destruction,anger,Already processed
Obedience to authority,Ruby,obedience to authority,ruby,anger,Already processed
Sabotage (Ordos),Jarrid Mendelson,sabotage ordos,jarrid mendelson,anger,Already processed
萼―utena―,志方あきこ,萼utena,志方あきこ,anger,Already processed
Flowers Were Real,Esa,flowers were real,esa,anger,Already processed
elements,My Boyfriend the Pilot,elements,my boyfriend the pilot,anger,Already processed
Glitched From Beyond,Gears of Destruction,glitched from beyond,gears of destruction,anger,Already processed
WHEN WHAT MIGHT HAVE BEEN CRUMBLES,Navicon Torture Technologies,when what might have been crumbles,navicon torture technologies,anger,Already processed
Cold Ass World,Gears of Destruction,cold ass world,gears of destruction,anger,Already processed
Barely Lifting A Finger (I Will Make The New Me From Parts Of You),AxemRangers,barely lifting a finger i will make the new me from parts of you,axemrangers,anger,Already processed
Squitch7,CyberLotion,squitch7,cyberlotion,anger,Already processed
what do you want from me ?,Daija,what do you want from me ,daija,anger,Already processed
FIRE HAZARD,Five Star Hotel x PIVOTAL,fire hazard,five star hotel x pivotal,anger,Already processed
pneumonolith,Pneumogaastriq,pneumonolith,pneumogaastriq,anger,Already processed
Child's Party,The Demo Saou,childs party,the demo saou,anger,Already processed
Industrial Meat Manufacture,Cerebrum Vortex,industrial meat manufacture,cerebrum vortex,anger,Already processed
