track,artist,track_clean,artist_clean,final_emotion,reason
Transparent Obstacle,Gauntlet 4,transparent obstacle,gauntlet 4,fear,LYRICS_NOT_FOUND
Mafarka 1,Mauthausen Orchestra,mafarka 1,mauthausen orchestra,fear,LYRICS_NOT_FOUND
Creepy Stories,Matteo Curcio,creepy stories,matteo curcio,fear,LYRICS_NOT_FOUND
Crazy,Ominous Serenity,crazy,ominous serenity,fear,LYRICS_NOT_FOUND
Foul Brood,Bubble's Depo,foul brood,bubbles depo,fear,LYRICS_NOT_FOUND
I Touch My Body In Vain To Find The Wound,Tharsis Tholus,i touch my body in vain to find the wound,tharsis tholus,fear,LYRICS_NOT_FOUND
Tribute To Locust Face,Yeye feat. Rules,tribute to locust face,yeye feat rules,fear,LYRICS_NOT_FOUND
quinto riflessi- quinto movimento,Nico Mangifesta,quinto riflessi quinto movimento,nico mangifesta,fear,LYRICS_NOT_FOUND
natura inorganica- terzo movimento,Nico Mangifesta,natura inorganica terzo movimento,nico mangifesta,fear,LYRICS_NOT_FOUND
Escape,Miklos Rozsa,escape,miklos rozsa,fear,LYRICS_NOT_FOUND
Teddy Bear Wired.,Bernard Herrmann,teddy bear wired,bernard herrmann,fear,LYRICS_NOT_FOUND
"Clock Town, Third Day",Koji Kondo and Toru Minegishi,clock town third day,koji kondo and toru minegishi,fear,LYRICS_NOT_FOUND
Lost Hope for Tomorrow,崎元仁,lost hope for tomorrow,崎元仁,fear,LYRICS_NOT_FOUND
Empty Streets Revisted,DJ Hidden,empty streets revisted,dj hidden,fear,LYRICS_NOT_FOUND
Hellmarch (Arkus P. Remix),Razor,hellmarch arkus p remix,razor,fear,LYRICS_NOT_FOUND
Ghostrider,Total Science & S.P.Y.,ghostrider,total science spy,fear,LYRICS_NOT_FOUND
Improvvisazione per chitarra preparata I!,Nico Mangifesta,improvvisazione per chitarra preparata i,nico mangifesta,fear,LYRICS_NOT_FOUND
Eerie Invited,Scrog,eerie invited,scrog,fear,LYRICS_NOT_FOUND
Gofere/Antchi Hoye,Getachew Mekurya,gofereantchi hoye,getachew mekurya,fear,LYRICS_NOT_FOUND
Cymatic Scan,Bill Laswell & Tetsu Inoue,cymatic scan,bill laswell tetsu inoue,fear,LYRICS_NOT_FOUND
Mako Reactor,Nobuo Uematsu -FF VII-OSV-CD1,mako reactor,nobuo uematsu ff viiosvcd1,fear,LYRICS_NOT_FOUND
My Drive Thru,N*E*R*D,my drive thru,nerd,anger,LYRICS_NOT_FOUND
Liar (live),Sex Pistols,liar live,sex pistols,anger,LYRICS_NOT_FOUND
My Conversation,Kid Alex,my conversation,kid alex,anger,LYRICS_NOT_FOUND
New York City Blues,Hey Bulldog,new york city blues,hey bulldog,anger,LYRICS_NOT_FOUND
Coming Of The Lord,Sluggy ranks,coming of the lord,sluggy ranks,anger,LYRICS_NOT_FOUND
Digital Citizens,Autodafeh,digital citizens,autodafeh,anger,LYRICS_NOT_FOUND
Opstandig ever,DuvelDuvel,opstandig ever,duvelduvel,anger,LYRICS_NOT_FOUND
King & Queen,Capleton,king queen,capleton,anger,LYRICS_NOT_FOUND
Change my ways,Hey Bulldog,change my ways,hey bulldog,anger,LYRICS_NOT_FOUND
the meaning of loyalty,Hey Bulldog,the meaning of loyalty,hey bulldog,anger,LYRICS_NOT_FOUND
What They Say,CALVINCHAOS,what they say,calvinchaos,anger,LYRICS_NOT_FOUND
Come Forever,Hey Bulldog,come forever,hey bulldog,anger,LYRICS_NOT_FOUND
American Romanticism,Company Of Strangers,american romanticism,company of strangers,anger,LYRICS_NOT_FOUND
Designer kids,Seize The Day,designer kids,seize the day,anger,LYRICS_NOT_FOUND
"Bigger, Brighter, Better",Seize The Day,bigger brighter better,seize the day,anger,LYRICS_NOT_FOUND
Statute of Liberty,T V Smith,statute of liberty,t v smith,anger,LYRICS_NOT_FOUND
Roll Like a River,T V Smith,roll like a river,t v smith,anger,LYRICS_NOT_FOUND
Not In My Name,T V Smith,not in my name,t v smith,anger,LYRICS_NOT_FOUND
The Seeker (Album Version),Rush,the seeker album version,rush,anger,LYRICS_NOT_FOUND
zet,St. Elmo's fire,zet,st elmos fire,anger,LYRICS_NOT_FOUND
Gwely Mernans,Aphex Twin,gwely mernans,aphex twin,fear,LYRICS_NOT_FOUND
Bloodstone,Amon Tobin,bloodstone,amon tobin,fear,LYRICS_NOT_FOUND
Oompa Radar,Goldfrapp,oompa radar,goldfrapp,fear,LYRICS_NOT_FOUND
October Is Eternal,of Montreal,october is eternal,of montreal,fear,LYRICS_NOT_FOUND
"First, Love",She Wants Revenge,first love,she wants revenge,fear,LYRICS_NOT_FOUND
Illuminated,Miami Horror,illuminated,miami horror,fear,LYRICS_NOT_FOUND
I Found the End,Broadcast,i found the end,broadcast,fear,LYRICS_NOT_FOUND
Small Craft on a Milk Sea,Brian Eno,small craft on a milk sea,brian eno,fear,LYRICS_NOT_FOUND
I Collect Coins,Mercury Rev,i collect coins,mercury rev,fear,LYRICS_NOT_FOUND
Calliope,Tom Waits,calliope,tom waits,fear,LYRICS_NOT_FOUND
4:02,Global Communication,02,global communication,fear,LYRICS_NOT_FOUND
Arbenita (11 Years),Max Richter,arbenita 11 years,max richter,fear,LYRICS_NOT_FOUND
Wake Up Pretty,A Sunny Day In Glasgow,wake up pretty,a sunny day in glasgow,fear,LYRICS_NOT_FOUND
Obelisk,Timber Timbre,obelisk,timber timbre,fear,LYRICS_NOT_FOUND
Narcosis,Tomahawk,narcosis,tomahawk,fear,LYRICS_NOT_FOUND
Night Swim,Amon Tobin,night swim,amon tobin,fear,LYRICS_NOT_FOUND
Syncope,Sparta,syncope,sparta,fear,LYRICS_NOT_FOUND
Illuminant,Efterklang,illuminant,efterklang,fear,LYRICS_NOT_FOUND
Dying To See You,Flunk,dying to see you,flunk,fear,LYRICS_NOT_FOUND
Bine,Autechre,bine,autechre,fear,LYRICS_NOT_FOUND
Swamp Magic,Timber Timbre,swamp magic,timber timbre,fear,LYRICS_NOT_FOUND
Stranded The Line,Jonny Greenwood,stranded the line,jonny greenwood,fear,LYRICS_NOT_FOUND
Way Their Crept,Grouper,way their crept,grouper,fear,LYRICS_NOT_FOUND
Laurie's Theme,John 5,lauries theme,john 5,fear,LYRICS_NOT_FOUND
Full Bleed,DJ Food,full bleed,dj food,fear,LYRICS_NOT_FOUND
Witch,Goblin,witch,goblin,fear,LYRICS_NOT_FOUND
"Dead Cities, Red Seas & Lost Ghosts",M83,dead cities red seas lost ghosts,m83,fear,LYRICS_NOT_FOUND
Those Who Stayed,Murder By Death,those who stayed,murder by death,fear,LYRICS_NOT_FOUND
Army of Fear,Lorn,army of fear,lorn,fear,LYRICS_NOT_FOUND
Flaxen,Dean Blunt,flaxen,dean blunt,fear,LYRICS_NOT_FOUND
A last dance with Léon,Doctor Flake,a last dance with léon,doctor flake,fear,LYRICS_NOT_FOUND
Disturbance in the Great Slumber,Morbid Angel,disturbance in the great slumber,morbid angel,fear,LYRICS_NOT_FOUND
Hi Baku Shyo,This Heat,hi baku shyo,this heat,fear,LYRICS_NOT_FOUND
Kill Robok,Squarepusher,kill robok,squarepusher,fear,LYRICS_NOT_FOUND
Rothko Chapel 4,Morton Feldman,rothko chapel 4,morton feldman,fear,LYRICS_NOT_FOUND
Satine's Theme,Craig Armstrong,satines theme,craig armstrong,fear,LYRICS_NOT_FOUND
The Suicidal Clock Chime,Akira Yamaoka,the suicidal clock chime,akira yamaoka,fear,LYRICS_NOT_FOUND
In Prelight Isolate,Set Fire to Flames,in prelight isolate,set fire to flames,fear,LYRICS_NOT_FOUND
Yttrium,Isan,yttrium,isan,fear,LYRICS_NOT_FOUND
Our Blessed Frozen Cells,Blut aus Nord,our blessed frozen cells,blut aus nord,fear,LYRICS_NOT_FOUND
Sueurs froides,Doctor Flake,sueurs froides,doctor flake,fear,LYRICS_NOT_FOUND
Bloody Knuckles,Switchblade Symphony,bloody knuckles,switchblade symphony,fear,LYRICS_NOT_FOUND
Ganondorf,近藤浩治,ganondorf,近藤浩治,fear,LYRICS_NOT_FOUND
Furryvision,Super Furry Animals,furryvision,super furry animals,fear,LYRICS_NOT_FOUND
Hausmusik,Harmonia,hausmusik,harmonia,fear,LYRICS_NOT_FOUND
Judas! Judas!,Blueneck,judas judas,blueneck,fear,LYRICS_NOT_FOUND
The Thousandth Landing,Bear McCreary,the thousandth landing,bear mccreary,fear,LYRICS_NOT_FOUND
Air-eyes,Seefeel,aireyes,seefeel,fear,LYRICS_NOT_FOUND
The Desert Is a Circle,Six Organs of Admittance,the desert is a circle,six organs of admittance,fear,LYRICS_NOT_FOUND
Trad Velecido,Casino Versus Japan,trad velecido,casino versus japan,fear,LYRICS_NOT_FOUND
Doll Head,John Ottman,doll head,john ottman,fear,LYRICS_NOT_FOUND
Spectre as Valkerie Is,Lurker of Chalice,spectre as valkerie is,lurker of chalice,fear,LYRICS_NOT_FOUND
Chimes of Furry,Sofa Surfers,chimes of furry,sofa surfers,fear,LYRICS_NOT_FOUND
Crypt,Matt Uelmen,crypt,matt uelmen,fear,LYRICS_NOT_FOUND
Jynwythek Ylow,Aphex Twin,jynwythek ylow,aphex twin,fear,LYRICS_NOT_FOUND
Falling the Same Way,Sandwell District,falling the same way,sandwell district,fear,LYRICS_NOT_FOUND
Torching Koroviev,Khanate,torching koroviev,khanate,fear,LYRICS_NOT_FOUND
Alfosskor Song,Sigur Rós,alfosskor song,sigur rós,fear,LYRICS_NOT_FOUND
drug party,Broadcast and The Focus Group,drug party,broadcast and the focus group,fear,LYRICS_NOT_FOUND
Sun Against My Eyes,Colleen,sun against my eyes,colleen,fear,LYRICS_NOT_FOUND
Raining In My Room,Swell Maps,raining in my room,swell maps,fear,LYRICS_NOT_FOUND
...I Lay My Ear to Furious Latin,Ben Frost,i lay my ear to furious latin,ben frost,fear,LYRICS_NOT_FOUND
Mongrel Meets His Maker,DJ Shadow,mongrel meets his maker,dj shadow,fear,LYRICS_NOT_FOUND
Until the end,梅林茂,until the end,梅林茂,fear,LYRICS_NOT_FOUND
Phantom Channel Crossing,Labradford,phantom channel crossing,labradford,fear,LYRICS_NOT_FOUND
Sound of the Ghost,Clutchy Hopkins,sound of the ghost,clutchy hopkins,fear,LYRICS_NOT_FOUND
The Plateau Which The Zephyr Of Flora Occupies,Susumu Yokota,the plateau which the zephyr of flora occupies,susumu yokota,fear,LYRICS_NOT_FOUND
The Antidote,King Kooba,the antidote,king kooba,fear,LYRICS_NOT_FOUND
Kule Kule Reprise,Konono Nº1,kule kule reprise,konono nº1,fear,LYRICS_NOT_FOUND
So it Goes,Greg Haines,so it goes,greg haines,fear,LYRICS_NOT_FOUND
Snails and Lasers for Patricia Highsmith,Matmos,snails and lasers for patricia highsmith,matmos,fear,LYRICS_NOT_FOUND
Recording A Tape... (Typewriter Duet),Bell Orchestre,recording a tape typewriter duet,bell orchestre,fear,LYRICS_NOT_FOUND
Significant Others,Squarepusher,significant others,squarepusher,fear,LYRICS_NOT_FOUND
Gnossiennes,Erik Satie,gnossiennes,erik satie,fear,LYRICS_NOT_FOUND
Therma,Ataraxia,therma,ataraxia,fear,LYRICS_NOT_FOUND
Epitome X,Blut aus Nord,epitome x,blut aus nord,fear,LYRICS_NOT_FOUND
River Waltz,Alexandre Desplat,river waltz,alexandre desplat,fear,LYRICS_NOT_FOUND
Fairy Dance Of Twinkle And Shadow,Susumu Yokota,fairy dance of twinkle and shadow,susumu yokota,fear,LYRICS_NOT_FOUND
Temple Of The Black Pharaoh,Nox Arcana,temple of the black pharaoh,nox arcana,fear,LYRICS_NOT_FOUND
Isolation,Theodor Bastard,isolation,theodor bastard,fear,LYRICS_NOT_FOUND
A. On Bridge,Anja Garbarek,a on bridge,anja garbarek,fear,LYRICS_NOT_FOUND
Dropjes,Brad Mehldau,dropjes,brad mehldau,fear,LYRICS_NOT_FOUND
Les ondes silencieuses,Colleen,les ondes silencieuses,colleen,fear,LYRICS_NOT_FOUND
Kitty Bath,John Ottman,kitty bath,john ottman,fear,LYRICS_NOT_FOUND
Hellboy,Xinon,hellboy,xinon,fear,LYRICS_NOT_FOUND
Ochram,Ataraxia,ochram,ataraxia,fear,LYRICS_NOT_FOUND
Unfamiliar,Black Sun Empire,unfamiliar,black sun empire,fear,LYRICS_NOT_FOUND
Vats of Goo,Mark Morgan,vats of goo,mark morgan,fear,LYRICS_NOT_FOUND
Deus Ex MacHina,Laibach,deus ex machina,laibach,fear,LYRICS_NOT_FOUND
Helio)))Sophist,Sunn O))),heliosophist,sunn o,fear,LYRICS_NOT_FOUND
Domino Ladder Beta,Mahogany,domino ladder beta,mahogany,fear,LYRICS_NOT_FOUND
Officer Jimbo,James Newton Howard,officer jimbo,james newton howard,fear,LYRICS_NOT_FOUND
Amstel,Opiate,amstel,opiate,fear,LYRICS_NOT_FOUND
6.6,Supersilent,6,supersilent,fear,LYRICS_NOT_FOUND
Amras,Thomas Köner,amras,thomas köner,fear,LYRICS_NOT_FOUND
Strange Fruit,Cocteau Twins,strange fruit,cocteau twins,fear,LYRICS_NOT_FOUND
Cloud of Unknowing,Steve Roach,cloud of unknowing,steve roach,fear,LYRICS_NOT_FOUND
Do The Astrowaltz,Porn Sword Tobacco,do the astrowaltz,porn sword tobacco,fear,LYRICS_NOT_FOUND
Telling Meaning,Daedelus,telling meaning,daedelus,fear,LYRICS_NOT_FOUND
Cosmic Queries,Willis Earl Beal,cosmic queries,willis earl beal,fear,LYRICS_NOT_FOUND
AS Gardens Need Walls,Amnesia Scanner,as gardens need walls,amnesia scanner,fear,LYRICS_NOT_FOUND
Huis Clos,Laurent Garnier,huis clos,laurent garnier,fear,LYRICS_NOT_FOUND
Women in White,Philip Glass,women in white,philip glass,fear,LYRICS_NOT_FOUND
Serenade,Midaircondo,serenade,midaircondo,fear,LYRICS_NOT_FOUND
Operated On,Union Of Knives,operated on,union of knives,fear,LYRICS_NOT_FOUND
Gewalt,Deutsch Amerikanische Freundschaft,gewalt,deutsch amerikanische freundschaft,fear,LYRICS_NOT_FOUND
Lost Child,Susumu Yokota,lost child,susumu yokota,fear,LYRICS_NOT_FOUND
Saphyrro,Vas,saphyrro,vas,fear,LYRICS_NOT_FOUND
Episcopal Hymn,John Fahey,episcopal hymn,john fahey,fear,LYRICS_NOT_FOUND
La reine des hommes aux yeux verts,Ataraxia,la reine des hommes aux yeux verts,ataraxia,fear,LYRICS_NOT_FOUND
Dance Among The Waiting,Six Organs of Admittance,dance among the waiting,six organs of admittance,fear,LYRICS_NOT_FOUND
Library Suite,Martin O'Donnell & Michael Salvatori,library suite,martin odonnell michael salvatori,fear,LYRICS_NOT_FOUND
Upheaved,The Knife in Collaboration with Mt. Sims and Planningtorock,upheaved,the knife in collaboration with mt sims and planningtorock,fear,LYRICS_NOT_FOUND
Bitterness,Pestilence,bitterness,pestilence,fear,LYRICS_NOT_FOUND
Cold Dead Skin,The Sin:Decay,cold dead skin,the sindecay,fear,LYRICS_NOT_FOUND
"III - Silenzio, For Bayan, Vio",Sofia Gubaidulina,iii silenzio for bayan vio,sofia gubaidulina,fear,LYRICS_NOT_FOUND
Bleeding in Heaven,Cradle of Filth,bleeding in heaven,cradle of filth,fear,LYRICS_NOT_FOUND
Inside the Chamber,Delerium,inside the chamber,delerium,fear,LYRICS_NOT_FOUND
Revolver (Part 2) (Album Version),Isobel Campbell & Mark Lanegan,revolver part 2 album version,isobel campbell mark lanegan,fear,LYRICS_NOT_FOUND
The other side of the door,Moi dix Mois,the other side of the door,moi dix mois,fear,LYRICS_NOT_FOUND
Henry Hudson,Freescha,henry hudson,freescha,fear,LYRICS_NOT_FOUND
Part 1,The Future Sound of London,part 1,the future sound of london,fear,LYRICS_NOT_FOUND
Compact Disc,Oval,compact disc,oval,fear,LYRICS_NOT_FOUND
Winter's Knight,Nox Arcana,winters knight,nox arcana,fear,LYRICS_NOT_FOUND
Only the Neon Lights,Because of Ghosts,only the neon lights,because of ghosts,fear,LYRICS_NOT_FOUND
Our Fading Horizons,Hate Forest,our fading horizons,hate forest,fear,LYRICS_NOT_FOUND
Dolphins,Ataraxia,dolphins,ataraxia,fear,LYRICS_NOT_FOUND
Verona,Fennesz,verona,fennesz,fear,LYRICS_NOT_FOUND
3 AM At The Border Of The Marsh From Okefenokee,Tangerine Dream,am at the border of the marsh from okefenokee,tangerine dream,fear,LYRICS_NOT_FOUND
Missiles And Mammals,Sickoakes,missiles and mammals,sickoakes,fear,LYRICS_NOT_FOUND
The E. Song,dictaphone,the e song,dictaphone,fear,LYRICS_NOT_FOUND
I Love Every Waving Thing,Ataraxia,i love every waving thing,ataraxia,fear,LYRICS_NOT_FOUND
Affenroulette,Einstürzende Neubauten,affenroulette,einstürzende neubauten,fear,LYRICS_NOT_FOUND
Weeping Wall (Instrumental),David Bowie,weeping wall instrumental,david bowie,fear,LYRICS_NOT_FOUND
X-Files (UNKLE Remix),UNKLE,xfiles unkle remix,unkle,fear,LYRICS_NOT_FOUND
Corpse Bride,Brookes Brothers,corpse bride,brookes brothers,fear,LYRICS_NOT_FOUND
Lost Time Not Found Again,Oren Ambarchi,lost time not found again,oren ambarchi,fear,LYRICS_NOT_FOUND
Act Ii - A Beautiful Square In Isfahan,Carl Nielsen,act ii a beautiful square in isfahan,carl nielsen,fear,LYRICS_NOT_FOUND
Concerto Grosso No. 1 - Prelud,Alfred Schnittke,concerto grosso no 1 prelud,alfred schnittke,fear,LYRICS_NOT_FOUND
The Berbers,Clannad,the berbers,clannad,fear,LYRICS_NOT_FOUND
Michael Row,Matteah Baim,michael row,matteah baim,fear,LYRICS_NOT_FOUND
2 The Proposition #1,Nick Cave,the proposition 1,nick cave,fear,LYRICS_NOT_FOUND
spires awake,Hecq,spires awake,hecq,fear,LYRICS_NOT_FOUND
Fog On the Hudson (425 W 57th Street),Moondog,fog on the hudson 425 w 57th street,moondog,fear,LYRICS_NOT_FOUND
Anagamin,Giacinto Scelsi,anagamin,giacinto scelsi,fear,LYRICS_NOT_FOUND
Lama Dorje Chang,Yungchen Lhamo,lama dorje chang,yungchen lhamo,fear,LYRICS_NOT_FOUND
Serpens,Zombi,serpens,zombi,fear,LYRICS_NOT_FOUND
Whistleblower,Vladislav Delay,whistleblower,vladislav delay,fear,LYRICS_NOT_FOUND
Blood of Cherries,Ataraxia,blood of cherries,ataraxia,fear,LYRICS_NOT_FOUND
Exiled (Gaudi Rmx),Tripswitch,exiled gaudi rmx,tripswitch,fear,LYRICS_NOT_FOUND
Blood Theme (Bonus Track) (Original Mix),Cazzette,blood theme bonus track original mix,cazzette,fear,LYRICS_NOT_FOUND
Profane the Twelve,Hexentanz,profane the twelve,hexentanz,fear,LYRICS_NOT_FOUND
There's No Time to Recall,The Frozen Autumn,theres no time to recall,the frozen autumn,fear,LYRICS_NOT_FOUND
Der Herrscher und der Sieger,Einstürzende Neubauten,der herrscher und der sieger,einstürzende neubauten,fear,LYRICS_NOT_FOUND
Juba Lee Brown,His Name Is Alive,juba lee brown,his name is alive,fear,LYRICS_NOT_FOUND
Wörk,The Golden Filter,wörk,the golden filter,fear,LYRICS_NOT_FOUND
Mojave Plan,Tangerine Dream,mojave plan,tangerine dream,fear,LYRICS_NOT_FOUND
Under Wraps,Barry Adamson,under wraps,barry adamson,fear,LYRICS_NOT_FOUND
On the Way,Popol Vuh,on the way,popol vuh,fear,LYRICS_NOT_FOUND
Om Mani Padme Hung,Yungchen Lhamo,om mani padme hung,yungchen lhamo,fear,LYRICS_NOT_FOUND
Song: Our Underwater Torch,Squarepusher,song our underwater torch,squarepusher,fear,LYRICS_NOT_FOUND
Century Schoolbook,Piano Magic,century schoolbook,piano magic,fear,LYRICS_NOT_FOUND
Hot Springs In The Snow,The Creatures,hot springs in the snow,the creatures,fear,LYRICS_NOT_FOUND
DJ Krust - Re-Arrange,The Cinematic Orchestra,dj krust rearrange,the cinematic orchestra,fear,LYRICS_NOT_FOUND
"Mikka, For Solo Violin (1971)",Iannis Xenakis,mikka for solo violin 1971,iannis xenakis,fear,LYRICS_NOT_FOUND
A Volume of Typefaces,The Boats,a volume of typefaces,the boats,fear,LYRICS_NOT_FOUND
Watusi Zombie,Jan Davis,watusi zombie,jan davis,fear,LYRICS_NOT_FOUND
Cape Clear,Seth Lakeman,cape clear,seth lakeman,fear,LYRICS_NOT_FOUND
Immolare,Sandwell District,immolare,sandwell district,fear,LYRICS_NOT_FOUND
main title,John Carpenter & Alan Howarth,main title,john carpenter alan howarth,fear,LYRICS_NOT_FOUND
I've Always Loved The Fall,Lost in the Trees,ive always loved the fall,lost in the trees,fear,LYRICS_NOT_FOUND
Predator,Clannad,predator,clannad,fear,LYRICS_NOT_FOUND
Pans Lughn,Arckanum,pans lughn,arckanum,fear,LYRICS_NOT_FOUND
From Morning On,AGF/Delay,from morning on,agfdelay,fear,LYRICS_NOT_FOUND
The Unity,Hate Forest,the unity,hate forest,fear,LYRICS_NOT_FOUND
National Anthem,U.S. Girls,national anthem,us girls,fear,LYRICS_NOT_FOUND
In Flight,Clannad,in flight,clannad,fear,LYRICS_NOT_FOUND
Atrus' Theme,Robyn Miller,atrus theme,robyn miller,fear,LYRICS_NOT_FOUND
Outremer,Ataraxia,outremer,ataraxia,fear,LYRICS_NOT_FOUND
Forgotten Voice of Black Perun,Hate Forest,forgotten voice of black perun,hate forest,fear,LYRICS_NOT_FOUND
Travelling Light,Bright Moments,travelling light,bright moments,fear,LYRICS_NOT_FOUND
Klethra,Ataraxia,klethra,ataraxia,fear,LYRICS_NOT_FOUND
ghost dancing,The Orb,ghost dancing,the orb,fear,LYRICS_NOT_FOUND
Teef Smasha,The Upbeats,teef smasha,the upbeats,fear,LYRICS_NOT_FOUND
River and Rapids,Arborea,river and rapids,arborea,fear,LYRICS_NOT_FOUND
Waltz of the Autumn Leaves,Double Thumb,waltz of the autumn leaves,double thumb,fear,LYRICS_NOT_FOUND
Child Of The Sea,Clannad,child of the sea,clannad,fear,LYRICS_NOT_FOUND
Liberty Island,Alexander Brandon,liberty island,alexander brandon,fear,LYRICS_NOT_FOUND
Incabala,Ataraxia,incabala,ataraxia,fear,LYRICS_NOT_FOUND
Primeval Sun,Clannad,primeval sun,clannad,fear,LYRICS_NOT_FOUND
Salt Marie Celeste,Nurse With Wound,salt marie celeste,nurse with wound,fear,LYRICS_NOT_FOUND
Fiskmat,Skruvmejsel,fiskmat,skruvmejsel,fear,LYRICS_NOT_FOUND
Kaviria,Ataraxia,kaviria,ataraxia,fear,LYRICS_NOT_FOUND
Sacrament of Emptiness and Despair,Goatwhore,sacrament of emptiness and despair,goatwhore,fear,LYRICS_NOT_FOUND
Werewolves,Alexandre Desplat,werewolves,alexandre desplat,fear,LYRICS_NOT_FOUND
Exit (Towards the Asylum),Blut aus Nord,exit towards the asylum,blut aus nord,fear,LYRICS_NOT_FOUND
The Swedish Rhapsody,The Conet Project,the swedish rhapsody,the conet project,fear,LYRICS_NOT_FOUND
Tango Des-Astres,Ataraxia,tango desastres,ataraxia,fear,LYRICS_NOT_FOUND
Blue Veils and Golden Sands,Delia Derbyshire,blue veils and golden sands,delia derbyshire,fear,LYRICS_NOT_FOUND
Moving Thru,Clannad,moving thru,clannad,fear,LYRICS_NOT_FOUND
Silence Sauvage,Ash Ra Tempel,silence sauvage,ash ra tempel,fear,LYRICS_NOT_FOUND
An Evening With Vincent Van Ritz,Eberhard Weber,an evening with vincent van ritz,eberhard weber,fear,LYRICS_NOT_FOUND
Eaudelamer,Ataraxia,eaudelamer,ataraxia,fear,LYRICS_NOT_FOUND
Slow Guitars,The Gentleman Losers,slow guitars,the gentleman losers,fear,LYRICS_NOT_FOUND
Arab Star,Warp Technique,arab star,warp technique,fear,LYRICS_NOT_FOUND
Winds From Untold Memories,Uneven Structure,winds from untold memories,uneven structure,fear,LYRICS_NOT_FOUND
Villain,To Kill a Petty Bourgeoisie,villain,to kill a petty bourgeoisie,fear,LYRICS_NOT_FOUND
tierbeobachtung,Jan Jelinek,tierbeobachtung,jan jelinek,fear,LYRICS_NOT_FOUND
Undeadman,Shackleton,undeadman,shackleton,fear,LYRICS_NOT_FOUND
Birth of a Penguin II,Danny Elfman,birth of a penguin ii,danny elfman,fear,LYRICS_NOT_FOUND
A Lizard with the Skin of Woman,Mike Patton,a lizard with the skin of woman,mike patton,fear,LYRICS_NOT_FOUND
Antinea,Ataraxia,antinea,ataraxia,fear,LYRICS_NOT_FOUND
Ignis Fatuus,Patrick Wolf,ignis fatuus,patrick wolf,fear,LYRICS_NOT_FOUND
Ener Stilla Sior Af Droten Min,Arckanum,ener stilla sior af droten min,arckanum,fear,LYRICS_NOT_FOUND
Ichor,Liliput,ichor,liliput,fear,LYRICS_NOT_FOUND
Bucket of Blood,Pino Donaggio,bucket of blood,pino donaggio,fear,LYRICS_NOT_FOUND
Only Fools On Horse,Teeth of the Sea,only fools on horse,teeth of the sea,fear,LYRICS_NOT_FOUND
Cinema (Chimpo Remix),Wu-Tang Clan,cinema chimpo remix,wutang clan,fear,LYRICS_NOT_FOUND
She Dances by the Light of the Silvery Moon,Harold Budd,she dances by the light of the silvery moon,harold budd,fear,LYRICS_NOT_FOUND
Seas of the Moon,Ataraxia,seas of the moon,ataraxia,fear,LYRICS_NOT_FOUND
Migratio Animae,Ataraxia,migratio animae,ataraxia,fear,LYRICS_NOT_FOUND
Sintro,Razed in Black,sintro,razed in black,fear,LYRICS_NOT_FOUND
The Gentle Sleep,Ataraxia,the gentle sleep,ataraxia,fear,LYRICS_NOT_FOUND
Deku Tree,Zelda Reorchestrated,deku tree,zelda reorchestrated,fear,LYRICS_NOT_FOUND
The Swinging Detective,Barry Adamson,the swinging detective,barry adamson,fear,LYRICS_NOT_FOUND
Veules les roses,Ataraxia,veules les roses,ataraxia,fear,LYRICS_NOT_FOUND
Michelle (Deep In Pain Remix By Destroid),Clan of Xymox,michelle deep in pain remix by destroid,clan of xymox,fear,LYRICS_NOT_FOUND
Autodestruction,Barry Adamson,autodestruction,barry adamson,fear,LYRICS_NOT_FOUND
A Woman Sees How The World Goes With No Eyes,Pauline Oliveros,a woman sees how the world goes with no eyes,pauline oliveros,fear,LYRICS_NOT_FOUND
The World Touches Too Hard,Hood,the world touches too hard,hood,fear,LYRICS_NOT_FOUND
Antonio Bay,John Carpenter,antonio bay,john carpenter,fear,LYRICS_NOT_FOUND
Sounds From The Big House,Barry Adamson,sounds from the big house,barry adamson,fear,LYRICS_NOT_FOUND
Pädophil,Tyske Ludder,pädophil,tyske ludder,fear,LYRICS_NOT_FOUND
Twitch (Jamie Vex'd remix),Scuba,twitch jamie vexd remix,scuba,fear,LYRICS_NOT_FOUND
Dwarfland / Love Theme,Angelo Badalamenti,dwarfland love theme,angelo badalamenti,fear,LYRICS_NOT_FOUND
Scissor Rock Bicycle Revelation,Nurse With Wound,scissor rock bicycle revelation,nurse with wound,fear,LYRICS_NOT_FOUND
Hamrami,Arckanum,hamrami,arckanum,fear,LYRICS_NOT_FOUND
Davey Jones Locker,Drexciya,davey jones locker,drexciya,fear,LYRICS_NOT_FOUND
"This Absolute Supper, Second Consecration",Ordo Equilibrio,this absolute supper second consecration,ordo equilibrio,fear,LYRICS_NOT_FOUND
Your Breed,In Slaughter Natives,your breed,in slaughter natives,fear,LYRICS_NOT_FOUND
Saavedro's Theme,Jack Wall,saavedros theme,jack wall,fear,LYRICS_NOT_FOUND
"Wolken, ma vie",Moëvöt,wolken ma vie,moëvöt,fear,LYRICS_NOT_FOUND
Tenebre (reprise),Goblin,tenebre reprise,goblin,fear,LYRICS_NOT_FOUND
Ich Mache Einen Spiegel - Dream Part 49,Popol Vuh,ich mache einen spiegel dream part 49,popol vuh,fear,LYRICS_NOT_FOUND
Baptism,Charlie Clouser,baptism,charlie clouser,fear,LYRICS_NOT_FOUND
