track,artist,final_emotion,lyrics,reason
Told to the Heart,Kevin Kern,reflective,,LYRICS_NOT_FOUND
Nearer My God to Thee,Paul Cardall,reflective,,LYRICS_NOT_FOUND
Thought Museum,Liquid Mind,reflective,,LYRICS_NOT_FOUND
Gross,Balkan Beat Box,reflective,,LYRICS_NOT_FOUND
On Eagle's Wings,R. Carlos Nakai,reflective,,LYRICS_NOT_FOUND
Healing the Heart,Parijat,reflective,,LYRICS_NOT_FOUND
Dolphins And Dreams,Shajan,reflective,,LYRICS_NOT_FOUND
4th Sky Convergence & Pointless,Dahlia's Tear,reflective,,LYRICS_NOT_FOUND
Soufie,Banco De Gaia,reflective,,LYRICS_NOT_FOUND
Five-Peak Wisdom Mountain,Nawang Khechog,reflective,,LYRICS_NOT_FOUND
Women of Ireland,Joanie Madden,reflective,,LYRICS_NOT_FOUND
Legend Of The Road,Kitaro,reflective,,LYRICS_NOT_FOUND
Northsuite,Velvet Cacoon,reflective,,LYRICS_NOT_FOUND
Tienshan,Kitaro,reflective,,LYRICS_NOT_FOUND
Nagare No Naka De,Kitaro,reflective,,LYRICS_NOT_FOUND
El Mercado Testaccio,Inti-Illimani,sadness,,LYRICS_NOT_FOUND
To Go Beyond (Part 2),Enya,sadness,,LYRICS_NOT_FOUND
Swung From the Gutters,Tortoise,calm,,LYRICS_NOT_FOUND
Reel Life (Evolution II),The Cinematic Orchestra,calm,,LYRICS_NOT_FOUND
Coast Off,Helios,calm,,LYRICS_NOT_FOUND
Mentalism,Shpongle,calm,,LYRICS_NOT_FOUND
The Curse of Ka'Zar,Lemon Jelly,calm,,LYRICS_NOT_FOUND
Motorbikes,Real Estate,calm,,LYRICS_NOT_FOUND
Light House,Helios,calm,,LYRICS_NOT_FOUND
For the Trees,Matmos,calm,,LYRICS_NOT_FOUND
Angelic Voices [Rebirth Remix],B-Tribe,calm,,LYRICS_NOT_FOUND
Cadenza,Ludovico Einaudi,calm,,LYRICS_NOT_FOUND
Cosmos,菅野よう子,calm,,LYRICS_NOT_FOUND
Wise One,John Coltrane,calm,,LYRICS_NOT_FOUND
King Tubby Meets The Rockers,Ernest Ranglin,calm,,LYRICS_NOT_FOUND
The Suspension Bridge at Iguazu Falls,Tortoise,calm,,LYRICS_NOT_FOUND
That Certain Feeling,George Gershwin,calm,,LYRICS_NOT_FOUND
River Quay,Pat Metheny,calm,,LYRICS_NOT_FOUND
"Hands Of The Priestess, Part I",Steve Hackett,calm,,LYRICS_NOT_FOUND
Pinkerland Becaina,The Pinker Tones,calm,,LYRICS_NOT_FOUND
Mystline,Nujabes + Fat Jon,calm,,LYRICS_NOT_FOUND
The Market in Volfinor,光田康典,calm,,LYRICS_NOT_FOUND
Beast of Burden,Donald Byrd,calm,,LYRICS_NOT_FOUND
Sao Verought,Voom Voom,calm,,LYRICS_NOT_FOUND
Schindler's Workforce,Boston Symphony Orchestra,calm,,LYRICS_NOT_FOUND
Crocketts Theme,Jan Hammer,calm,,LYRICS_NOT_FOUND
I Remember Clifford,Art Blakey & The Jazz Messengers,calm,,LYRICS_NOT_FOUND
Dance of the Searching Souls,Kevin Kern,calm,,LYRICS_NOT_FOUND
Perhaps Love,James Galway,calm,,LYRICS_NOT_FOUND
Bolero de Vicente,Vicente Amigo,calm,,LYRICS_NOT_FOUND
I Set My Face to the Hillside,Tortoise,calm,,LYRICS_NOT_FOUND
Seeing You Off the Edges,Eluvium,calm,,LYRICS_NOT_FOUND
Svanire,Ludovico Einaudi,calm,,LYRICS_NOT_FOUND
The Approaching Night,Philip Wesley,calm,,LYRICS_NOT_FOUND
It's the Sun,The Polyphonic Spree,calm,,LYRICS_NOT_FOUND
Aruarian Dance,Nujabes,calm,,LYRICS_NOT_FOUND
Chopin : Nocturne No.2 in E flat major Op.9 No.2,Elisabeth Leonskaja,calm,,LYRICS_NOT_FOUND
The Space of Two Weeks,Four Tet,calm,,LYRICS_NOT_FOUND
The Crane Dance,Ludovico Einaudi,calm,,LYRICS_NOT_FOUND
[untitled track],Andrew Bird,calm,,LYRICS_NOT_FOUND
Planet,Kitaro,calm,,LYRICS_NOT_FOUND
Le long de la rivière tendre,Sébastien Tellier,calm,,LYRICS_NOT_FOUND
Closing Scene,The Radio Dept.,calm,,LYRICS_NOT_FOUND
Asturias,Isaac Albéniz,calm,,LYRICS_NOT_FOUND
Ba,Goldmund,calm,,LYRICS_NOT_FOUND
Hannes,Sigur Rós,calm,,LYRICS_NOT_FOUND
The end of august,Yanni,calm,,LYRICS_NOT_FOUND
Prelude: First Snow,Michael Gettel,calm,,LYRICS_NOT_FOUND
Shining Violence,Chromatics,calm,,LYRICS_NOT_FOUND
"Piano Concerto No. 21 in C Major, K. 467: II. Andante",Wolfgang Amadeus Mozart,calm,,LYRICS_NOT_FOUND
Flikr Of Ur Eyes,Swarms,calm,,LYRICS_NOT_FOUND
As I Am [Intro],Alicia Keys,calm,,LYRICS_NOT_FOUND
Provenance,Goldmund,calm,,LYRICS_NOT_FOUND
Such Great Heights,The Section Quartet,calm,,LYRICS_NOT_FOUND
Besame Mucho,Dave Brubeck,calm,,LYRICS_NOT_FOUND
In the Arms of Mercy,Times of Grace,calm,,LYRICS_NOT_FOUND
"The Box, Pt. 1",Orbital,calm,,LYRICS_NOT_FOUND
1000 Miles,Dirty Three,calm,,LYRICS_NOT_FOUND
Conversation Heart,The Six Parts Seven,calm,,LYRICS_NOT_FOUND
Up Ship!,Port Blue,calm,,LYRICS_NOT_FOUND
Hlemmur,Sigur Rós,calm,,LYRICS_NOT_FOUND
Swan Lake: Dance of the Swans,Pyotr Ilyich Tchaikovsky,calm,,LYRICS_NOT_FOUND
Sunset Road,Béla Fleck and the Flecktones,calm,,LYRICS_NOT_FOUND
Dreams of Venice,Jesper Kyd,calm,,LYRICS_NOT_FOUND
Koto Song,Dave Brubeck,calm,,LYRICS_NOT_FOUND
Tour Of The Kingdom,Alan Menken,calm,,LYRICS_NOT_FOUND
Mediational Field,平沢進,calm,,LYRICS_NOT_FOUND
Ginza Samba,Vince Guaraldi,calm,,LYRICS_NOT_FOUND
Echoes of the Roman Ruins,Jesper Kyd,calm,,LYRICS_NOT_FOUND
Keepers of the Flame,Kevin Kern,calm,,LYRICS_NOT_FOUND
Six Marimbas,Steve Reich,calm,,LYRICS_NOT_FOUND
Autumn of Our Love,Spyro Gyra,calm,,LYRICS_NOT_FOUND
Itonami,Kitaro,calm,,LYRICS_NOT_FOUND
Wave Of Sand,Kitaro,calm,,LYRICS_NOT_FOUND
Allure (Produced By The Neptunes),Jay-Z,sadness,,LYRICS_NOT_FOUND
Loft,Deaf Center,reflective,,LYRICS_NOT_FOUND
Deep,Cirque Du Soleil,sadness,,LYRICS_NOT_FOUND
BATTLES OF THE FORGOTTEN,Tommy Guerrero,sadness,,LYRICS_NOT_FOUND
24hours OPEN,The Seatbelts,reflective,,LYRICS_NOT_FOUND
Love Potion #9,Herb Alpert and the Tijuana Brass,reflective,,LYRICS_NOT_FOUND
Dave the Butcher,Tom Waits,sadness,,LYRICS_NOT_FOUND
King Kong,Frank Zappa,excitement,,LYRICS_NOT_FOUND
The Fall Of The House Of Usher: II Arrival,The Alan Parsons Project,neutral,,LYRICS_NOT_FOUND
Jealous Twin,The Jim Carroll Band,sadness,,LYRICS_NOT_FOUND
Woad To Ruin,Hans Zimmer,neutral,,LYRICS_NOT_FOUND
Gopher,Yma Sumac,reflective,,LYRICS_NOT_FOUND
Apotheosis,Austin Wintory,sadness,,LYRICS_NOT_FOUND
Underway,Fleetwood Mac,sadness,,LYRICS_NOT_FOUND
Christmastime Is Here (Instrumental),Vince Guaraldi Trio,reflective,,LYRICS_NOT_FOUND
Popplagið (The Pop Song),Sigur Rós,sadness,,LYRICS_NOT_FOUND
Gossamer,The Smashing Pumpkins,neutral,,LYRICS_NOT_FOUND
HYPER EUROBEAT,NAOKI feat. DDR ALL STARS,sadness,,LYRICS_NOT_FOUND
Christmas Is Coming (Album Version),Vince Guaraldi Trio,reflective,,LYRICS_NOT_FOUND
The World is Our ____,This Will Destroy You,joy,,LYRICS_NOT_FOUND
Lux Aeterna,Clint Mansell,neutral,,LYRICS_NOT_FOUND
Aren't We All Running?,65daysofstatic,neutral,,LYRICS_NOT_FOUND
Waiting for a Train,Hans Zimmer,neutral,,LYRICS_NOT_FOUND
First Class,Henry Jackman,excitement,,LYRICS_NOT_FOUND
A Small Measure of Peace,Hans Zimmer,neutral,,LYRICS_NOT_FOUND
The Battle of Kerak,Harry Gregson-Williams,neutral,,LYRICS_NOT_FOUND
What Are You Going To Do When You Are Not Saving The World?,Hans Zimmer,excitement,,LYRICS_NOT_FOUND
Am I Not Merciful?,Hans Zimmer,neutral,,LYRICS_NOT_FOUND
Requiem for a Dream (Orchestral Version),Clint Mansell,neutral,,LYRICS_NOT_FOUND
Await The King's Justice,Ramin Djawadi,excitement,,LYRICS_NOT_FOUND
Jon's Honor,Ramin Djawadi,neutral,,LYRICS_NOT_FOUND
The Assassin's Dagger,Ramin Djawadi,neutral,,LYRICS_NOT_FOUND
"Mine, Windbag, Mine",Darren Korb,reflective,,LYRICS_NOT_FOUND
Percy's Escape,Darren Korb,neutral,,LYRICS_NOT_FOUND
Idyll's End,Hans Zimmer,reflective,,LYRICS_NOT_FOUND
Marital Sabotage,Hans Zimmer,neutral,,LYRICS_NOT_FOUND
No Need to Come Back,Hans Zimmer,neutral,,LYRICS_NOT_FOUND
I Am the Doctor,Murray Gold,excitement,,LYRICS_NOT_FOUND
Peer Gynt - In The Hall Of The Mountain King,Edvard Grieg,neutral,,LYRICS_NOT_FOUND
Tony's Theme,Giorgio Moroder,neutral,,LYRICS_NOT_FOUND
Planisphere,Justice,excitement,,LYRICS_NOT_FOUND
We Took Pelham,Deadly Avenger,neutral,,LYRICS_NOT_FOUND
Septimus,Ilan Eshkeri,excitement,,LYRICS_NOT_FOUND
Daedra in Flight,Jeremy Soule,neutral,,LYRICS_NOT_FOUND
Sea Wall,Hans Zimmer,neutral,,LYRICS_NOT_FOUND
Sunny Banks of Sweet Deliverance,God Is An Astronaut,excitement,,LYRICS_NOT_FOUND
Surkesh,Christopher Lennertz,excitement,,LYRICS_NOT_FOUND
Wildfire,Ramin Djawadi,neutral,,LYRICS_NOT_FOUND
Three Blasts,Ramin Djawadi,neutral,,LYRICS_NOT_FOUND
Parting Words,Michael Giacchino,neutral,,LYRICS_NOT_FOUND
Dreamt For Light Years In The Belly Of A Mountain (Aka Maxine),Sparklehorse,neutral,,LYRICS_NOT_FOUND
Shooting Star,Ilan Eshkeri,excitement,,LYRICS_NOT_FOUND
No Following,Michael Kamen,neutral,,LYRICS_NOT_FOUND
Battle At Aslan's How,Harry Gregson-Williams,excitement,,LYRICS_NOT_FOUND
april.#02,KASHIWA Daisuke,excitement,,LYRICS_NOT_FOUND
Spectacle Discovery,Trevor Rabin,excitement,,LYRICS_NOT_FOUND
On A White Lake Near A Green Mountain,M83,reflective,,LYRICS_NOT_FOUND
Death Zone,Apocalyptica,neutral,,LYRICS_NOT_FOUND
The Future Is Now,Future,neutral,,LYRICS_NOT_FOUND
The Day After Tomorrow,Harald Kloser,neutral,,LYRICS_NOT_FOUND
J'espere CA,Machinefabriek,neutral,,LYRICS_NOT_FOUND
The Gladiator Waltz,Hans Zimmer,excitement,,LYRICS_NOT_FOUND
Safeguard,Hans Zimmer,excitement,,LYRICS_NOT_FOUND
Love Theme From Blade Runner,Vangelis,joy,,LYRICS_NOT_FOUND
Per Un Pugno Di Dollari - Titoli,Ennio Morricone,excitement,,LYRICS_NOT_FOUND
5 Words,Trevor Rabin,neutral,,LYRICS_NOT_FOUND
The Ancients,Celestial Aeon Project,neutral,,LYRICS_NOT_FOUND
Last Battle,Paweł Błaszczak,excitement,,LYRICS_NOT_FOUND
Flow Like Water,James Newton Howard,reflective,,LYRICS_NOT_FOUND
Prepare for Battle!,Paweł Błaszczak,neutral,,LYRICS_NOT_FOUND
Dark March,James Dooley,excitement,,LYRICS_NOT_FOUND
Movement IX,Vangelis,excitement,,LYRICS_NOT_FOUND
Night Approaches,Paweł Błaszczak,neutral,,LYRICS_NOT_FOUND
Bolero (Conclusion),Maurice Ravel,neutral,,LYRICS_NOT_FOUND
Contact - End Credits,Alan Silvestri,neutral,,LYRICS_NOT_FOUND
Dance Parties (Mechanised),65daysofstatic,excitement,,LYRICS_NOT_FOUND
Sho's Waltz,Cécile Corbel,neutral,,LYRICS_NOT_FOUND
The Lake (instrumental),Mike Oldfield,excitement,,LYRICS_NOT_FOUND
Richat,Mark Petrie,neutral,,LYRICS_NOT_FOUND
Battlefield,Cirque Du Soleil,neutral,,LYRICS_NOT_FOUND
Tsumi,大島ミチル,excitement,,LYRICS_NOT_FOUND
Dark Secrets,Celestial Aeon Project,neutral,,LYRICS_NOT_FOUND
Swordland,梶浦由記,excitement,,LYRICS_NOT_FOUND
Midtown,Tom Waits,sadness,,LYRICS_NOT_FOUND
Danger Song,Metronomy,reflective,,LYRICS_NOT_FOUND
Black Ants in Sound-Dust,Stereolab,neutral,,LYRICS_NOT_FOUND
Pteranodon,Ozric Tentacles,neutral,,LYRICS_NOT_FOUND
Late Night (Take 2),Syd Barrett,neutral,,LYRICS_NOT_FOUND
Miss Marple's Theme,Ron Goodwin & His Orchestra,joy,,LYRICS_NOT_FOUND
On The Bus,Frank Zappa,calm,,LYRICS_NOT_FOUND
Over Easy,Booker T. & the MG's,neutral,,LYRICS_NOT_FOUND
Mylenium,Mylène Farmer,reflective,,LYRICS_NOT_FOUND
Eye of the Beholder,Bella Sonus,sadness,,LYRICS_NOT_FOUND
Mea Culpa (Fading Shades mix),Enigma,sadness,,LYRICS_NOT_FOUND
Crimson Sands,Bella Sonus,sadness,,LYRICS_NOT_FOUND
Endless Quest (Mysterious Mix),Enigma,reflective,,LYRICS_NOT_FOUND
Es Vedra,David Clavijo,reflective,,LYRICS_NOT_FOUND
Untitled (Vaka),sigur ros,neutral,,LYRICS_NOT_FOUND
Your Hand in Mine,Explosions in the Sky,excitement,,LYRICS_NOT_FOUND
First Breath After Coma,Explosions in the Sky,excitement,,LYRICS_NOT_FOUND
The Only Moment We Were Alone,Explosions in the Sky,excitement,,LYRICS_NOT_FOUND
Six Days At The Bottom Of The Ocean,Explosions in the Sky,excitement,,LYRICS_NOT_FOUND
End of Line,Daft Punk,excitement,,LYRICS_NOT_FOUND
The Birth and Death of the Day,Explosions in the Sky,excitement,,LYRICS_NOT_FOUND
Solar Sailer,Daft Punk,excitement,,LYRICS_NOT_FOUND
"Welcome, Ghosts",Explosions in the Sky,excitement,,LYRICS_NOT_FOUND
He's a Pirate,Klaus Badelt,excitement,,LYRICS_NOT_FOUND
Dream Is Collapsing,Hans Zimmer,excitement,,LYRICS_NOT_FOUND
Catastrophe and the Cure,Explosions in the Sky,excitement,,LYRICS_NOT_FOUND
Greet Death,Explosions in the Sky,excitement,,LYRICS_NOT_FOUND
Disc Wars,Daft Punk,excitement,,LYRICS_NOT_FOUND
Flynn Lives,Daft Punk,excitement,,LYRICS_NOT_FOUND
The Ecstasy of Gold,Metallica,excitement,,LYRICS_NOT_FOUND
Conquest of Paradise,Vangelis,excitement,,LYRICS_NOT_FOUND
Moya,Godspeed You! Black Emperor,excitement,,LYRICS_NOT_FOUND
Like Herod,Mogwai,excitement,,LYRICS_NOT_FOUND
Mogwai Fear Satan,Mogwai,excitement,,LYRICS_NOT_FOUND
The Source,The Naked and Famous,excitement,,LYRICS_NOT_FOUND
Duel of the Fates,John Williams,excitement,,LYRICS_NOT_FOUND
Stop Coming to My House,Mogwai,excitement,,LYRICS_NOT_FOUND
"I'm Jim Morrison, I'm Dead",Mogwai,excitement,,LYRICS_NOT_FOUND
Horsepower,Justice,excitement,,LYRICS_NOT_FOUND
Unrecorded,M83,excitement,,LYRICS_NOT_FOUND
The Devil's Den,Skrillex,excitement,,LYRICS_NOT_FOUND
Milano,Sigur Rós,excitement,,LYRICS_NOT_FOUND
Signatune (Thomas Bangalter edit),DJ Mehdi,excitement,,LYRICS_NOT_FOUND
Galaxy in Janaki,Flying Lotus,excitement,,LYRICS_NOT_FOUND
Batcat,Mogwai,excitement,,LYRICS_NOT_FOUND
528491,Hans Zimmer,excitement,,LYRICS_NOT_FOUND
Carpe,Russian Circles,excitement,,LYRICS_NOT_FOUND
Ripe (With Decay),Nine Inch Nails,excitement,,LYRICS_NOT_FOUND
Roadgame,Kavinsky,excitement,,LYRICS_NOT_FOUND
The Imperial March (Darth Vader's Theme),John Williams,excitement,,LYRICS_NOT_FOUND
Ashes In The Snow,Mono,excitement,,LYRICS_NOT_FOUND
The Riders of Rohan,Howard Shore,excitement,,LYRICS_NOT_FOUND
The Medallion Calls,Klaus Badelt,excitement,,LYRICS_NOT_FOUND
Drink Up Me Hearties,Hans Zimmer,excitement,,LYRICS_NOT_FOUND
Breathe This Air,Jon Hopkins,excitement,,LYRICS_NOT_FOUND
Mountains,Hans Zimmer,excitement,,LYRICS_NOT_FOUND
Amon Hen,Howard Shore,excitement,,LYRICS_NOT_FOUND
Cyborg,M83,excitement,,LYRICS_NOT_FOUND
Burial at Sea,Mono,excitement,,LYRICS_NOT_FOUND
A Guitar and a Heart,M83,excitement,,LYRICS_NOT_FOUND
"U,U,D,D,L,R,L,R,A,B,Select,Start",Deftones,excitement,,LYRICS_NOT_FOUND
Chevaliers de Sangreal,Hans Zimmer,excitement,,LYRICS_NOT_FOUND
Will and Elizabeth,Klaus Badelt,excitement,,LYRICS_NOT_FOUND
We Flood Empty Lakes,Yndi Halda,excitement,,LYRICS_NOT_FOUND
Warrior Concerto,The Glitch Mob,excitement,,LYRICS_NOT_FOUND
Zodiac,God Is An Astronaut,excitement,,LYRICS_NOT_FOUND
Burial on the Presidio Banks,This Will Destroy You,excitement,,LYRICS_NOT_FOUND
The 16th Hour,deadmau5,excitement,,LYRICS_NOT_FOUND
Dash And Blast,Yndi Halda,excitement,,LYRICS_NOT_FOUND
Dustism,This Will Destroy You,excitement,,LYRICS_NOT_FOUND
Ruska,Apocalyptica,excitement,,LYRICS_NOT_FOUND
We Drift Like Worried Fire,Godspeed You! Black Emperor,excitement,,LYRICS_NOT_FOUND
Arrival To Earth,Steve Jablonsky,excitement,,LYRICS_NOT_FOUND
Pure As Snow (Trails of the Winter Storm),Mono,excitement,,LYRICS_NOT_FOUND
Davy Jones,Hans Zimmer,excitement,,LYRICS_NOT_FOUND
The Flames Beyond the Cold Mountain,Mono,excitement,,LYRICS_NOT_FOUND
The White Tree,Howard Shore,excitement,,LYRICS_NOT_FOUND
Enter,Russian Circles,excitement,,LYRICS_NOT_FOUND
"Illuminate My Heart, My Darling!",Yndi Halda,excitement,,LYRICS_NOT_FOUND
Grape Juice City,Ratatat,excitement,,LYRICS_NOT_FOUND
In The Distance Fading,God Is An Astronaut,excitement,,LYRICS_NOT_FOUND
In the Hall of the Mountain King,Trent Reznor and Atticus Ross,excitement,,LYRICS_NOT_FOUND
Heart Upon My Sleeve,Avicii,excitement,,LYRICS_NOT_FOUND
Woodpecker From Mars,Faith No More,excitement,,LYRICS_NOT_FOUND
Bbydhyonchord,Aphex Twin,calm,,LYRICS_NOT_FOUND
Know You,Bonobo,reflective,,LYRICS_NOT_FOUND
Stars - 2005 Digital Remaster,Brian Eno,joy,,LYRICS_NOT_FOUND
Strong and Wasted,M83,joy,,LYRICS_NOT_FOUND
My own strange path,M83,reflective,,LYRICS_NOT_FOUND
Sister (Part 1),M83,reflective,,LYRICS_NOT_FOUND
Mr. Handagote,Tomáš Dvořák,joy,,LYRICS_NOT_FOUND
Flaws,Daughter,joy,,LYRICS_NOT_FOUND
At First Touch,The Sight Below,joy,,LYRICS_NOT_FOUND
It's Up There,The Field,joy,,LYRICS_NOT_FOUND
Why Like This,Teebs,joy,,LYRICS_NOT_FOUND
Hjartao Hamast,Sigur Rós,reflective,,LYRICS_NOT_FOUND
Savoir Faire,Chic,joy,,LYRICS_NOT_FOUND
Improve,Daughter,joy,,LYRICS_NOT_FOUND
Death of Cedric,Patrick Doyle,neutral,,LYRICS_NOT_FOUND
So:Lo,Kate Havnevik,sadness,,LYRICS_NOT_FOUND
The Price Of Failure,Perturbator,joy,,LYRICS_NOT_FOUND
Indian Rope Trick,Flunk,calm,,LYRICS_NOT_FOUND
Nica's Dream,Horace Silver,joy,,LYRICS_NOT_FOUND
The Demon Dance,Julian Winding,joy,,LYRICS_NOT_FOUND
Bruits de train,M83,reflective,,LYRICS_NOT_FOUND
Fantas,caterina barbieri,joy,,LYRICS_NOT_FOUND
Fer,Sigur Rós,joy,,LYRICS_NOT_FOUND
Music Of The Wind,Jamiroquai,neutral,,LYRICS_NOT_FOUND
So What,George Benson,joy,,LYRICS_NOT_FOUND
Not Yet Remembered,Harold Budd/Brian Eno,reflective,,LYRICS_NOT_FOUND
Black Blade,Two Steps from Hell,joy,,LYRICS_NOT_FOUND
Moving Mountains,Two Steps from Hell,excitement,,LYRICS_NOT_FOUND
Requiem For A Dream,Clint Mansell,excitement,,LYRICS_NOT_FOUND
A Future for the Krogan,Christopher Lennertz,joy,,LYRICS_NOT_FOUND
Hypnotica,Two Steps from Hell,neutral,,LYRICS_NOT_FOUND
Coming Back Around,John Powell,excitement,,LYRICS_NOT_FOUND
See You Tomorrow,John Powell,excitement,,LYRICS_NOT_FOUND
The Dragon Book,John Powell,excitement,,LYRICS_NOT_FOUND
"Amen, Brother",The Winstons,neutral,,LYRICS_NOT_FOUND
Arabesque (Instrumental),Nightwish,neutral,,LYRICS_NOT_FOUND
Algorfocus Nefas,Vesania,neutral,,LYRICS_NOT_FOUND
Arabian Dance,Jesper Kyd,neutral,,LYRICS_NOT_FOUND
Brohm Ridge,Loscil,neutral,,LYRICS_NOT_FOUND
"Larks Tongues In Aspic, Part One",King Crimson,neutral,,LYRICS_NOT_FOUND
The Liberty Bell,John Philip Sousa,neutral,,LYRICS_NOT_FOUND
"United We Stand, Divided We Fall",Two Steps from Hell,excitement,,LYRICS_NOT_FOUND
Icarus Dream Suite,Yngwie Malmsteen,joy,,LYRICS_NOT_FOUND
Reconditioned Nightmare,Steve Hackett,neutral,,LYRICS_NOT_FOUND
Cafe Del Mar (Humate Remix),Energy 52,calm,,LYRICS_NOT_FOUND
Part 2-Resolution,John Coltrane,neutral,,LYRICS_NOT_FOUND
"Part 3-Pursuance, Part 4-Psalm",John Coltrane,neutral,,LYRICS_NOT_FOUND
An Epic Age,Immediate,joy,,LYRICS_NOT_FOUND
Trial of the Archangel,Immediate,neutral,,LYRICS_NOT_FOUND
Empyrean Mercenaries,Immediate,neutral,,LYRICS_NOT_FOUND
Fides En Lucius Dei,Immediate,neutral,,LYRICS_NOT_FOUND
The Reluctant Warrior,Immediate,neutral,,LYRICS_NOT_FOUND
Part 3-Pursuance/Part 4-Psalm,John Coltrane,neutral,,LYRICS_NOT_FOUND
A Stroll Through Hive Manor Corridors,The Hives,neutral,,LYRICS_NOT_FOUND
"In This Temple, as in the Hearts of Man for Whom He Saved the Earth",Sufjan Stevens,reflective,,LYRICS_NOT_FOUND
Burn it to the Ground,Michael Andrews,reflective,,LYRICS_NOT_FOUND
The Arrival of Baby Harry,John Williams,excitement,,LYRICS_NOT_FOUND
Ya Leil,Sufjan Stevens,joy,,LYRICS_NOT_FOUND
Diagon Alley and the Gringotts Vault,John Williams,excitement,,LYRICS_NOT_FOUND
Selfoss,GusGus,excitement,,LYRICS_NOT_FOUND
Aying,Four Tet,joy,,LYRICS_NOT_FOUND
City of Rome,Jesper Kyd,reflective,,LYRICS_NOT_FOUND
Over Fire Island - 2004 Digital Remaster,Brian Eno,joy,,LYRICS_NOT_FOUND
The Invisibility Cloak and the Library Scene,John Williams,excitement,,LYRICS_NOT_FOUND
Castalia,Yellow Magic Orchestra,sadness,,LYRICS_NOT_FOUND
Snooping,John Ottman,neutral,,LYRICS_NOT_FOUND
Ninth Wave,Indukti,excitement,,LYRICS_NOT_FOUND
Black Smoke,Hans Zimmer,excitement,,LYRICS_NOT_FOUND
Deckard And Roy's Duel,Vangelis,joy,,LYRICS_NOT_FOUND
Frank Lucas,Marc Streitenfeld,neutral,,LYRICS_NOT_FOUND
Ventolin (Cylob mix),Aphex Twin,reflective,,LYRICS_NOT_FOUND
Empty Streets,Vangelis,calm,,LYRICS_NOT_FOUND
Downstream (Shira Kammen),"Sieber, Kammen, Fulton and Schatz",joy,,LYRICS_NOT_FOUND
overture,Kalafina,reflective,,LYRICS_NOT_FOUND
Leaving The Docks,Zbigniew Preisner,joy,,LYRICS_NOT_FOUND
pieces of seven,浜崎あゆみ,joy,,LYRICS_NOT_FOUND
Des Orages Pour la Nuit,Gabriel Yared,excitement,,LYRICS_NOT_FOUND
Quiet Village,Les Baxter,joy,,LYRICS_NOT_FOUND
Паровоз (инстр.),Сплин,joy,,LYRICS_NOT_FOUND
Moire (Strings),Jan Jelinek,reflective,,LYRICS_NOT_FOUND
On,Ludovico Einaudi,joy,,LYRICS_NOT_FOUND
Sweet Dreams,Danny Elfman,neutral,,LYRICS_NOT_FOUND
Borgia Tower,Jesper Kyd,joy,,LYRICS_NOT_FOUND
VR Room,Jesper Kyd,joy,,LYRICS_NOT_FOUND
THE introduction,浜崎あゆみ,joy,,LYRICS_NOT_FOUND
Belladonna,Nox Arcana,reflective,,LYRICS_NOT_FOUND
Young Ichabod,Danny Elfman,sadness,,LYRICS_NOT_FOUND
Acre Underworld,Jesper Kyd,neutral,,LYRICS_NOT_FOUND
The Bureau,Jesper Kyd,neutral,,LYRICS_NOT_FOUND
The Ballad of Fiedler and Mundt,Disparition,joy,,LYRICS_NOT_FOUND
R'lyeh la morte,Flint Glass,neutral,,LYRICS_NOT_FOUND
Genesis Ch.1 Vs.32,The Alan Parsons Project,joy,,LYRICS_NOT_FOUND
Dreamland,Black Box,joy,,LYRICS_NOT_FOUND
Black Mesa Inbound,Kelly Bailey,neutral,,LYRICS_NOT_FOUND
Voices of the Temple,Eveline Fischer,neutral,,LYRICS_NOT_FOUND
Summer 78 (avec Claire Pichet),Yann Tiersen,sadness,,LYRICS_NOT_FOUND
La Valse D'Amelie Version Originale,Yann Tiersen,excitement,,LYRICS_NOT_FOUND
Two Paths,David Helpling & Jon Jenkins,joy,,LYRICS_NOT_FOUND
Midnight Mirage,Erik Ekholm,sadness,,LYRICS_NOT_FOUND
'Unquiet Slumbers for the Sleepers...,Genesis,joy,,LYRICS_NOT_FOUND
Lets Call It Steve,Rupert Gregson-Williams,joy,,LYRICS_NOT_FOUND
Batman's Destiny,Shirley Walker,joy,,LYRICS_NOT_FOUND
Westoriental Trip,Antique,joy,,LYRICS_NOT_FOUND
Crystal Chalice,Steven Halpern,neutral,,LYRICS_NOT_FOUND
Antiquus,David Wahler,joy,,LYRICS_NOT_FOUND
Jacobin Club,Darcy James Argue's Secret Society,joy,,LYRICS_NOT_FOUND
Circumradiant Dawn,Dead Can Dance,sadness,,LYRICS_NOT_FOUND
7:PM,Yann Tiersen,sadness,,LYRICS_NOT_FOUND
Far East,Deep Forest,excitement,,LYRICS_NOT_FOUND
Hjartaõ Hamast (Bamm Bamm Bamm),Sigur Rós,joy,,LYRICS_NOT_FOUND
Choronzon,Tangerine Dream,joy,,LYRICS_NOT_FOUND
Le Serpent Rouge,Arcana,reflective,,LYRICS_NOT_FOUND
Awaiting the Vultures,Karl Sanders,joy,,LYRICS_NOT_FOUND
My Cold Sea,Arcana,reflective,,LYRICS_NOT_FOUND
Whence No Traveler Returns,Karl Sanders,neutral,,LYRICS_NOT_FOUND
Welcome to the Suicide (Intro),Blutengel,excitement,,LYRICS_NOT_FOUND
Crystal Cavern,Celestial Aeon Project,calm,,LYRICS_NOT_FOUND
The Sins Of Salome,Angels Of Venice,sadness,,LYRICS_NOT_FOUND
