track,artist,_2,lyrics
heart,darkside,Already processed,"Moonlight sets
Feels like seven years
Since I left
Can't you see behind this love
Tell me you don't know
If you don't like what you see

...

What do I look like to you
What do you want me to be

..."
heart,stars,Already processed,"Time can take it's toll on the best of us
Look at you you're growing old, so young
Traffic lights blink at you in the evening
You tilt your head and turn it to the sun
Sometimes the TV is like a lover
Singing softly as you fall asleep
You wake up in the morning and it's still there
Adding up the things you'll never be

Alright, I can say what you want me to
Alright, I can do all the things you do
Alright, I'll make it all up for you
I'm still in love with you
I'm still in love with you

Time can take it's toll on the best of us
Look at you you're growing old, so young
Traffic lights blink at you in the evening
You tilt your head and turn it to the setting sun
You disembark the latest flight from paradise
You almost turn your ankle in the snow
You fall back into where you started
Make up words to songs you used to know

Alright, I can say what you want me to
Alright, I can do all the things you do
Alright, I'll make it all up for you
I'm still in love with you
I'm still in love with you

Kurt Cobain, he never had a chance you know
Incurable romantics never do
He held a flame I wasn't born to carry
I'll leave the dying young stuff up to you
You get back on the latest flight to paradise
I found out from a note taped to the door
I think I saw your airplane in the sky tonight
Through my window lying on the kitchen floor

Alright, I can say what you want me to
(I want more)
Alright, I can do all the things you do
(Give me more)
Alright, I'll make it all up for you
I'm still in love with you
I'm still in love with you
(I want more)

Alright, I'll say what you want me to
(Give me more)
Alright, I'll do all the things you do
(I want more from you)
Alright, I'll make it all up for you
I'm still in love with you
I'm still in love with you

I'm still in love with you"
heather,tizzy bac,Already processed,"她做了一個夢 夢裡她自由
輕盈如風 飛翔探索
睜開眼瞬間墜落 原來全是虛空
Heather的夢 想讓人懂

是人就有障礙 他是不擅表白
不是怪胎 是不平凡
她參加選美比賽 想秀出另類美感
卻被奚落 受盡冷漠

Heather不曾放棄過 始終懷抱著期待
不怕錯過 只怕不做
Heather一直在等待 命運有天會"
heat,the jesus and mary chain,Already processed,"If I could live for a hundred years
Still I couldn't understand my fears
Never had the time or an easy ride
Kicking up the noise of a suicide

And I see the heat coming down
Heat coming 'round feels like I'm coming on
Seen what I've seen and it's gone
But I don't know
But I don't know
Yeah, I don't know

Tell me what you're saying
All these things I've been praying
Tell me what you're saying
All these things I've been praying
Tell me what you're saying
All these things I've been praying
Tell me what you're saying
All these things I've been praying"
heaven can wait,michael jackson,Already processed,"Tell the angels no!
I don't want to leave my baby alone
I don't want nobody else to hold you
That's a chance I'll take
Baby I'll stay
Heaven can wait
No!
If the angels took me from this earth
I would tell them bring me back to her
It's a chance I'll take
Maybe I'll stay
Heaven can wait
You're beautiful
You're wonderful!
Incredible!
I love you so!
You're beautiful!
Each moment spent with you is simply wonderful
This love I have for you girl it's incredible
And I don't know what I'd do
If I can't be with you
The world could not go on so every night I pray
If the Lord should come for me before I wake
I wouldn't want to go
If I can't see your face
Can't hold you close
What good would Heaven be?
If the angels came for me I'd tell them no
I don't want to leave my baby alone
I don't want nobody else to hold you
That's a chance I'll take
Baby I'll stay
Heaven can wait
No!
If the angels took me from this earth
I would tell them bring me back to her
It's a chance I'll take
Maybe I'll stay
Heaven can wait
Unthinkable
Me sitting up in the clouds and you are all alone
The time might come around when you'd be moving on (Moving on)
I'd turn it all around
And try to get back down to my baby girl
Can't stand to see nobody kissing, touching her!
Couldn't take nobody loving you the way we were!

What good would Heaven be?
If the angels come for me I'd tell them no
No!
I don't want to leave my baby alone
I don't want nobody else to hold you
That's a chance I'll take
Baby I'll stay
Heaven can wait
No!
If the angels took me from this earth
I would tell them bring me back to her
It's a chance I'll take
Maybe I'll stay
Heaven can wait
Oh no!
Can't be without my baby!
Won't go!
Without her I'd go crazy!
Oh no!
Guess Heaven will be waiting!
Ooh!
Oh no!
Can't be without my baby
Won't go!
Without her I'd go crazy!
Oh no!
Guess Heaven will be waiting!
Ooh!

No!
I don't want to leave my baby alone
I don't want nobody else to hold you
That's a chance I'll take
Baby I'll stay
Heaven can wait
No!
If the angels took me from this earth
I would tell them bring me back to her
It's a chance I'll take
Maybe I'll stay
Heaven can wait (no)
Just leave us alone
(You're beautiful, you're wonderful, incredible, I love you so)
Leave us alone
Please leave us alone (you're beautiful)
Please leave us alone
Oh, leave me alone
Please leave me alone
I said leave me alone
"
heaven knows,taylor hicks,Already processed,"You took my heart, baby,
And you broke it in a thousand pieces
I may not have been much to you,
But every man still needs a reason

See, I tried so hard to love you girl
Paid attention to your every need
And right now my soul is crying out
'Cause you mean so much to me

I'm crying ""How you say goodbye so easily?
Why you take your lovin' so far from me?""
Now I'm calling out desperately,
""Won't you cut me some slack?""

Heaven knows I did everything you asked me to
Gave you all my love, but nothing was enough for you
I got down on my knees, prayed for you to come around,
But my prayers went unanswered 'cause you always let me down
Heaven knows I tried
Heaven knows I tried

Now what kind of man do you consider me
When I work from 5 to 5,
When I come home I put my time in, girl,
Just to keep our love alive?

Honey, I tried so hard to please you
Because you know how much I need you
Oh girl, my soul is crying out
And I'm on my bended knee crying,

""How you say goodbye so easily?
Why you take your lovin' so far from me?""
Now I'm calling out desperately,
""Won't you cut me some slack?""

Heaven knows I did everything you asked me to
Gave you all my love, but nothing was enough for you
I got down on my knees, prayed for you to come around,
But my prayers went unanswered 'cause you always let me down
Heaven knows I tried
Heaven knows I tried

Ever since that day you left me, girl,
I haven't had a wink of sleep
'Cause I've been crying all night long, girl
Don't you know what you mean to me?

How you say goodbye so easily?
Why you take your lovin' so far from me?
Now I'm calling out desperately,
""Won't you cut me some slack?""

Heaven knows I did everything you asked me to
Gave you all my love, but nothing was enough for you
I got down on my knees, prayed for you to come around
But my prayers went unanswered, 'cause you always let me down
Heaven knows I tried
Heaven knows I tried
It's raining tears tonight
Heaven knows I tried"
heaven,backyard babies,Already processed,"Someone put me on a plane
Goodbye, farewell, adios my friends
I need a holiday
S.a.s. is takin' off again

CHORUS: I wanna have my fun
Where the nights are long
We wanna go away
Where the sun will always shine
We're in heaven 2.9

Or just put me on a train
Goodbye, farewell, adios my friends
Tell her I said 'Hey'
And I might not come home again

CHORUS:

A London queen
Tokyo teen
A Frisco fag in the disco scene
A New York doll
And the Berlin boys

Can I ride in your car
Goodbye, farewell, adios my friends
Vacations at the jet set sunset bay
My girls are drivin' me insane

CHORUS:

We're in heaven 2.9
Ohoohoh

We're in heaven 2.9
Ohoohoh

We're in heaven 2.9
Ohoohoh
1999"
heaven,bryan adams,Already processed,"Oh thinkin' about all our younger years
There was only you and me
We were young and wild and free
Now nothing can take you away from me
We've been down that road before
But that's over now
You keep me comin' back for more

Baby you're all that I want
When you're lyin' here in my arms
I'm findin' it hard to believe
We're in heaven
And love is all that I need
And I found it there in your heart
Isn't too hard to see
We're in heaven

Oh once in your life you find someone
Who will turn your world around
Bring you up when you're feelin' down
Yeah nothin' can change what you mean to me
Oh there's lots that I could say
But just hold me now
'Cause our love will light the way

And baby you're all that I want
When you're lyin' here in my arms
I'm findin' it hard to believe
We're in heaven
Yeah love is all that I need
And I found it there in your heart
It isn't too hard to see
We're in heaven

I've been waitin' for so long
For somethin' to arrive
For love to come along

Now our dreams are comin' true
Through the good times and the bad
Yeah I'll be standin' there by you, oh!

And baby you're all that I want
When you're lyin' here in my arms
I'm findin' it hard to believe
We're in heaven
And love is all that I need
And I found it there in your heart
Isn't too hard to see
We're in heaven, heaven
Whoa, oh, oh!

You're all that I want
You're all that I need"
heaven,chris rea,Already processed,"I see a turning wheel
On a dusty track
Caught in the void and empty space
In between there and back
And the paradise of going somewhere
That's still so far away
Happy, boy you bet I am
Holding on to this smile for just as long as I can

Heaven

Duu diduu du

Heaven

It's all bright in front
And it's all dark behind
Living for the now that's in between the bridges
And the signs
And getting there is still a long long way to go
While the others dream a wish
This is everything I officially need to know
Happy, boy you bet I am
Holding on to this smile for just as long as I can
Heaven
Duu diduu du
Heaven

Heaven
Duu diduu du

Heaven"
heaven,clairo,Already processed,"Alone, for the last time
You're just a loner
Give it a try

And you're hard on yourself
And your laugh, it just melts in my hands
Lonesome in the streets
You say the mice all seem to laugh at me

I'll get by with you on my mind
I'll get by with you on my side
I'll get by with you on my mind
I'll get by with you on my side

I'm not at home
And I'll just say that
Being with you makes me feel less old

A kid on the street playing basketball
Horses will run forever, can't be called

I don't know why
I don't know why
I don't know why
Wish that I, wish that I
Wish that I could go back in time

I'll get by with you on my mind (on my mind)
I'll get by with you on my side (on my side)
I'll get by with you on my mind (on my mind)
I'll get by with you on my side"
heaven,dead meadow,Already processed,"There are days I get so tired of being me
There are days I just can't face reality
And dealing with people that I just don't want to see
Gets me thinking about you and me

In my mind I dream of how I want to be
That's not the way I keep my sanity
'Cos given time I know eventually
I will find peace of mind

(Your love) It's all I need from you
(Your love) It's what takes me through
(Mine) Yes, you're mine
(Mine) Well, yes, you're mine
Heaven must have sent you to me

There are days I just can't find the energy
It seems so hard to find a little harmony
You give the strength, you give it right back to me
When I need to get by

I don't have to question the things that you do
There's never a doubt in my mind about you
You're the one choice I've made in my life
I'm so satisfied, I'm so satisfied
I know I've got you and that you'll see me through

(Your love) It's all I need from you
(Your love) It's what takes me through
(Mine) Yes, you're mine
(Mine) Well, yes, you're mine
Heaven must have sent you to me

Don't think I don't know
'Cos you came along
You made me so strong
Showed me how sweet life can be

(Your love) It's all I need from you
(Your love) It's what takes me through
(Mine) Yes, you're mine
(Mine) Well, yes, you're mine
Heaven must have sent you to me"
heaven,do,Already processed,"Baby, you're all that I want
When you're lying here in my arms
I'm finding it hard to believe
We're in heaven

We're in heaven

Oh, thinking about all our younger years
There was only you and me
We were young and wild and free

Now nothing can take you away from me
We've been down that road before
But that's over now
You keep me coming back for more

Baby, you're all that I want
When you're lying here in my arms
I'm finding it hard to believe
We're in heaven

And love is all that I need
And I found it there in your heart
It isn't too hard to see
We're in heaven

We're in heaven

Now nothing could change what you mean to me
Oh, there's a lot that I could say
But just hold me now
'Cause our love will light the way

Baby you're all that I want
When you're lying here in my arms
I'm finding it hard to believe
We're in heaven

And love is all that I need
And I found it there in your heart
It isn't too hard to see
We're in heaven
Heaven

Now our dreams are coming true
Through the good times and the bad
I'll be standing there by you

We're in heaven

And love is all that I need
And I found it there in your heart
It isn't too hard to see
We're in heaven, oh

Oh
We're in heaven"
heaven,i monster,Already processed,"I look at you
And before my eyes it's true
The girl of my dreams
Is not quite what she seems

Open your door
Turn on the light
Show me some more
Tell me it's alright

Heaven is inside you
Heaven when I ride you
Heaven, do you want me?
Is Heaven just in my mind?

I look at you
At everything you do
The words in your head
Still remain unsaid

Open my eyes
Inflatable girl
Lose the disguise
Release me from your spell

Heaven is inside you
Heaven when I ride you
Heaven, do you want me?
Is Heaven just in my mind?
Heaven is inside you
Heaven when I ride you
Heaven, do you want me?
Is Heaven just in my mind?"
heaven,jamie foxx,Already processed,"Tell me, have you heard the story?
That took place not long ago
'Bout an angel up in Heaven?
They say she up and ran away from home

Word is she had unfinished business
So back on Earth, she had to flee
Well, you know I'm so elated
Because she's laying right here next to me

And when God woke up that morning
And he called out her name
And when she did not answer
Heaven will never ever, ever be
Heaven will never be the same
Never be the same

Always dreamed that it would happen
I just didn't know exactly where
All my life, I'd been waiting for something amazing
Said it took a while but now I know

So tell me, can I get a witness?
If you believe in miracles, oh
And the proof I have is living
And my life will never ever be
And your life don't have to be the-

At times, it seems we're taken for granted
How precious life can be, ooh-ooh, yeah
Just hold on, and I'm sure you'll understand it
Bringing into this world (into this world)
A precious boy or a girl

And when God woke up that morning
He said, ""Where has my little angel gone?""
And when she didn't answer
Heaven will never ever, ever be
Heaven will never be the same
Yeah, yeah"
heaven,john frusciante,Already processed,"Well I spent the night in heaven
I wanted to figure it out for myself
I spin around the fortress
You never know the currency that we all run on
We run on
We run on
You once told me
You keep a billion frequencies on your person
End the night with channel four
You don't see me looking you up when I'm here
We live fast cause time won't last
See me freezing like the bum I am
From where you start there's endless information drilled into your eyes
Well, I don't need protection
One life begins, another dies
Bad timing
I won't last
Man, that's the facts
It is a feeling that will never pass
And you know you could be taking us far
When I speak to you again through the stages of pleasure
Well, I don't have my own fave
So c'mon and be replaced
There's a future that's calling
But I don't see it coming
No, I don't have my own face
So c'mon and be replaced
There's a future that's calling
But I don't see it coming
No, I don't see it coming
No, I don't see it coming"
heaven,live,Already processed,"You don't need no friends
Get back your faith again
You have the power to believe
Another dissident
Take back your evidence
It has no power to deceive

I'll believe it when I see it for myself

I don't need no one to tell me about Heaven
I look at my daughter and I believe
I don't need no proof
When it comes to God and truth
I can see the sunset and I perceive

Sit with them, all night
Everything they say is right
But, in the morning they were wrong
I'll be right by your side
Come hell or water high
Down any road you choose to roam

I'll believe it, when I see it for myself

I don't need no one, to tell me about Heaven
I look at my daughter and I believe
I don't need no proof
When it comes to God and truth
I can see the sunset and I perceive, yeah

Darling I believe, oh
Sometimes, it's hard to breathe, oh lord
At the bottom of the sea, yeah

I'll believe it, when I see it for myself

I don't need no one to tell me about Heaven
I look at my daughter and I believe
I don't need no proof
When it comes to God and truth
I can see the sunset and I perceive

I don't need no one to tell me about Heaven
I look at my daughter and I believe
I don't need no proof
When it comes to God and truth
I can see the sunset
I can see the sunset
I can see the sunset
I don't need no one, oh, yeah

I don't need no one
I don't need no one
I don't need no one, to tell me about Heaven, oh
I believe, yeah"
heaven,nas,Already processed,"[Chorus]
(If Heaven was a mile away)
Would I pack up my bags and leave this world behind?
(If Heaven was a mile away)
Or save it all for you?
(If Heaven was a mile away)
Would I, fill the tank up with gas and be out the front door in a FLASH
Before reconsidering, this Hell with you
It ain't you it's the things you do (do)
It's tearing my heart in two
I would of fell with you
To Hell with you
[Nas]
If Heaven was a mile away
And you could ride by the gates
Would you try to run inside when it opens would you try to die today?
Would you pray louder finally believing His power?
Even if you couldn't see, but you could feel would you still doubt him?
How would you start acting?
Would you try to put the ki's down?
Thinking every drug sell that you make in the streets He can see now
Would a fiend even want to get high, would he stop smoking?
If he knew on his own two feet he could just stroll in
To get away and escape from the craziness
And I bet you there's a Heaven for an atheist
It's hard taking this
Racist planet where they take another brother in a handcuff
Even if he innocent nigga get on the car put your motherfucking hands up
Thinking I'm a lose it
My mom's in chemo
Three times a week, yo keep trying but people
Is hard and God your young soldier's not so bold
But needs you
This world's my home but world I would leave
[Chorus]
[Nas]
Nigga what you think I'ma stop building
I'ma stop feeling like I'm Amistad's great great grandchildren
How I'm not gonna want to make millions
Since the quarter water days in the hallways making fake coke
Pass with the Reeses Pieces wrapper in my mouth all day
But then my style has quite a while that same type as Ill and Al Skratch
Game time to them cats never looked back Cristal blowing dub sacks
That's when it all just hit me
You see the broads and Bentleys is nothing less my nigga spend it all with me
I'd give it all away quickly
Just to hear them all I'd buy some new kicks free of any autographs so
Not to be recognized forgive me
It's becoming unbearable
Making hits is easy
Put a famous bitch on the hook there you go with a platinum CD
I know you heard the noise
Preachers touching on altar boys
Sodomizing not realizing God is watching before the Lord
How can they do the devil's work?
A man giving another man head in church
Hell it hurts just to fathom the thought wishing that I fled the Earth.
[Chorus]"
heaven,nouvelle vague,Already processed,"Heaven is the whole of the heart
Heaven don't tear you apart
Heaven is the whole of the heart
Heaven don't tear you apart

There's too many kings, wanna hold you down
And a world at the window gone underground
There's a hole in the sky where the sun don't shine
And a clock on the wall and it counts my time

Heaven is the whole of the heart
Heaven don't tear you apart
Heaven is the whole of the heart
Heaven don't tear you apart

There's a song on the air with a love you line
And a face in a glass and it looks like mine
And I'm standing on ice when I say that I don't hear planes
And I scream at the fools wanna jump my train

Heaven is the whole of the heart
Heaven don't tear you apart
Heaven is the whole of the heart
Heaven don't tear you apart"
heaven,ronan hardiman,Already processed,"Heaven, heaven
Ooh, always let it be

Heaven, heaven
Ooh, waiting there for me
Heaven, heaven
Ooh, always let it be

Heaven, heaven
Ooh, waiting there for me
Heaven, heaven
Ooh, always let it be

Heaven, heaven
Ooh, waiting there for me
Heaven, heaven
Ooh, always let it be

Heaven, heaven
Ooh, waiting there for me
Heaven, heaven
Ooh, always let it be

Heaven, heaven
Ooh, waiting there for me
Heaven, heaven
Ooh, always let it be"
heaven,the fire theft,Already processed,"Heaven
Are you really waiting outside the door?
Never thought I'd d hear the words before the road
Sever
It's the simple things that are so hard to grasp
Can't find myself in all the days that passed
But I can feel it when it shines
Nevermind I'm falling in love with you
Can't find the road that runs through
Falling in love with you
Heaven
Are you really waiting outside the door?
Never thought I'd hear the words before the road
Sever
It's the simple things that are so hard to grasp
Can't find myself in all these days that pass
But I can feel it when it shines
Nevermind the way they shy
Turning round along the trail
My whole world is falling in love with you
Can't find the road that runs through
Falling in love with you
Can't find the road that gets through"
heaven,the walkmen,Already processed,"Our children will always hear
Romantic tales of distant years
Our guilded age may come and go
Our crooked dreams will always glow

Stick with me
Oh, you're my best friend
All of my life
You've always been

Remember, remember
All we fight for
Remember, remember
All we fight for

Don't leave me
Oh, you're my best friend
All of my life
You've always been

Don't leave me now
You're my best friend
All of my life
You've always been

Remember, remember
All we fight for
Remember, remember
All we fight for"
heaven,tweet,Already processed,"Vs. 1:
The rain is gone, I feel the wind,
The brightest stars are shinning in,
A new life for love hase come through...

Wish I had the words to describe
How rich it feels, I'm so alive,
Let me tell you what I've gained since leavin' you...

Chorus:
(Feels just like heaven...)
And a sunny day,
(Definantly, heaven.)
And a sunny day,
(Feels just like heaven...)
And a sunny day,
(Basically heaven...)
And a sunny day...

Vs. 2:
No more breathin' down my back,
Not too sure of how to act,
Or even waitin' for you to say
""I Love You"" (I love you...)

I'll kiss myself, and say a prayer,
And fill the void you left
When you we're here,

Lovin' me means more than losing you...

Chorus:
(Feels just like heaven...)(Heaven)
And a sunny day,
(Definantly, heaven.)(Heaven)
And a sunny day,
(Feels just like heaven...)(Heaven)
And a sunny day,
(Basically heaven...)(Heaven)
And a sunny day...
(Repeat)

(Oh, I'm in heaven)I remember the day, can't forget the hour you left ...(Oh, I'm in heaven)

(Oh, I'm in heaven)I remember the day, can't forget the hour you left ...(Oh, I'm in heaven)

Feels just like heaven...(Heaven)
Definantly, heaven.(Heaven)
Feels just like heaven...(Heaven)
(Oh, I'm in heaven)
Basically heaven...(Heaven)
(Sunny day)
Feels just like...
(Oh, I'm in heaven)
Definantly...(Oh, I'm in heaven)
Feels just like Hea-ven...(mmm)"
heavy metal,technical itch,Already processed,LYRICS_NOT_FOUND
held,smog,Already processed,"For the first time in my life
I let myself be held
Like a big old baby

I surrender
To your charity

I lay back in the tall grass
And let the ants cover me

I let the jets fly
Not wishing for their destruction

Born to black
In a perfect blue sky

For the first time in my life
I am moving away, moving away, moving away
From within the reach of me

And all the wild being held
Like a big old baby"
helen,horse feathers,Already processed,"I just heard the news,
A new one is on your line.
I just heard the news,
It's taking all my time.

What will you do
When I'm fine?
What will I write
When I'm fine?

I just heard the news,
A new one is on your line.
Legs they're wrapped around,
A victim by surprise.

What will you do
When I'm fine?
What will I write
When I'm fine.

Helen, if you called my name you know I'd go.
In much the same way the sun steals the snow.
I've been burned by the heat two bodies make.
A little bird told me that your type is too ripe to take."
helen,nizlopi,Already processed,"Hey Helen.
Your eyes shining, you're beautiful,
So I just has to come and sing to you.
And Helen,
Made me feel alive last night to meet you, so,
This is the best I can bring to you.

'Cos you sent me singing through the woods,
Last night,
You sent me singing through the,
Feeling alright,
You sent me singing through the woods,
Last night,
You sent me singing a, Happy singing boy.
Because of you,
Because of...
Because of you, yeah.

And Helen,
I don't know you, you don't know me but,
What can I say? I just like you.
And Helen,
I'm just trying to bring to you,
All the things I would love for you to bring to me too.

'Cos you sent me singing through the woods,
Last night,
You sent me singing through the,
Feeling alright,
You sent me singing through the woods,
Last night,
You sent me singing a, Happy singing boy.
Because of you, Because of you.

And Helen,
There's people around this country
That hate taking risks of being all we can be.
And Helen,
Step outside the door with me,
Really take the chance of being free.
I will too, yeah.

'Cos you sent me singing through the woods,
Last night,
You sent me singing through the,
Feeling alright,
You sent me singing through the woods,
Last night,
You sent me singing a, Happy singing boy.
Because of you...

Someone make you remember,
Those dreams you dreamed in Decemeber,
I feel the life coming through ya,
And it makes me wanna persue ya,
I feel alive.
I feel alive.
I feel alive.
I feel alive.
And it makes me wanna hold to ya...

You sent me singing through the woods,
Last night,
You sent me singing through the,
Feeling alright,
You sent me singing through the woods,
Last night,
You sent me singing a, Happy singing boy.
Because of you,
Because of...
Because of you, yeah.
Because of,
Strange because of you,
Change because of you,
The things you make me do, yeah.
Because of you."
helix,justice,Already processed,LYRICS_NOT_FOUND
hello again,dave matthews band,Already processed,"Sittin here dumb I say this
Still hope the lord
Forgive me of my sins
Ten years ago went down by the lake
I wring my sweet love and buried her in the lake
Oh I close my eyes and still see her face
I'd give my soul to take back that day
Hello again
It's been too long
Hello again
Too long
Hello again
It's been too long
Too long too long
Hello again
You know you got
What it is I want
Anyway I'm gon'
Take it back
Hello again heaven
You know
Hello again
And here I go again
So over and over
I'm gonna see your face
Here I go and say
But over and over
I'm gonna see your face
Blown away
On that day
You're sinkin
I am not worth the flesh on my bones
I am a waste of the air in my lungs
Run far from me he'll always say
That not a soul is flowing through my veins
Hello
Hello again
It's been too long
Hello again
Too long too long
I know you got
What it is I want
Anyway I'm gon'
Take it back
Hello again
It's been too long
Too long you know
Hello
And no more rain on
Raid it you go riding too long
Take it out again
Then over and over
I'm gonna see your face
If it'll help me stay awake
Then over and over I'm gonna see her face
Blown away
On that day
Every long while
I ought
Rain on
I ought to got
You know you know
Rain on
Lay back
Over and over and roll away
Over and over I'm gonna be here
There you go away
And over and over I'm gonna see her face
Blown away
On that day
Every lying
Still on me drive still on me way
I'm gonna turn back to you again
Whether I may well grow old in jail
I must go out to tell my dark tale
Play on
Play on
Raining rain on
Stay out of me
Stay out of me
Hold on again
Stay out the day
Hold on
Rain
Hey hey
The soul lying"
hello,evanescence,Already processed,"Playground school bell rings again
Rain clouds come to play again
Has no one told you she's not breathing?
Hello, I'm your mind giving you someone to talk to
Hello

If I smile and don't believe
Soon I know I'll wake from this dream
Don't try to fix me I'm not broken
Hello, I'm the lie living for you so you can hide
Don't cry

Suddenly I know I'm not sleeping
Hello, I'm still here
All that's left of yesterday"
hello,felix kubin,Already processed,"I've been alone with my inside my head
And in my dreams I've kissed my lips a thousand times
I sometimes see me pass outside my door
Hello
Is it me I'm looking for?

For I wonder who I am
And I wonder what I do
Am I somewhere
feeling lonely
Always searching for you
Tell me how to win my heart
For I haven't got the clue
And let me stop by saying
Hello
I long to see the sunlight in my head
And tell me time and time and time again
How much I care
Sometimes
I feel my heart will overflow

Hello
I just got to let me know
For I wonder who I am
And I wonder what I do
Am I somewhere
feeling lonely
Always searching for you
Tell me how to win my heart
For I haven't got the clue
And let me stop by saying
Hello
Hello
(Hello, hello, is it me I'm looking for?)
(Hello, hello, is it me I'm looking for?)
(Hello, hello, hello...)"
hello,ice cube,Already processed,"Look at these niggaz with attitudes
Look at these niggaz with attitudes
Look at these niggaz with attitudes
Look at these niggaz with attitudes

(Hello)
I started this gangsta shit
And this the motherfuckin' thanks I get?
(Hello)
I started this gangsta shit
And this the motherfuckin' thanks I get?
(Hello)

The motherfuckin' world is a ghetto
Full of magazines, full clips and heavy metal
When the smoke settle I'm just lookin' for a big yellow
In six inch stilettos

Dr. Dre perculatin' keep 'em waitin'
(Hello)
While you sittin' here hatin', yo' bitch is hyperventilatin'
Hopin' that we penetratin', you gets natin'
'Cause I never been to Satan for hardcore administratin'

Gangbang affiliatin'
MC Ren'll have you wildin' off a zone and a whole half a gallon
(Get to dialin')
911 emergency
(And you can tell 'em)
It's my son, he's hurtin' me
(And he's a felon)
On parole for robbery

Ain't no coppin' a plea, ain't no stoppin' a G
I'm in the 6 you got to hop in the 3, company monopoly
You handle shit sloppily I drop a ki properly
They call me the Don Dada

Pop a collar, drop a dollar if you hear me you can holla
Even Rottweilers follow the Impala
Wanna talk about this concrete?
Nigga I'm a scholar

The incredible, heterosexual, credible
Beg a hoe, let it go, dick ain't edible
Nigga ain't federal, I plan shit
While you hand picked motherfuckers givin' up transcripts

Look at these niggaz with attitudes
Look at these niggaz with attitudes

(Hello)
I started this gangsta shit
And this the motherfuckin' thanks I get?
(Hello)
I started this gangsta shit
And this the motherfuckin' thanks I get?

Villain blows up yo' spot
Take yo' notebook yo' bitch and yo' glock
This motherfucker thought the coochie had a padlock
You slapped her ass that's alarmin'

'Cause she want my worm like Common
We chin check niggaz, them thin check niggaz
Run trains on gold diggers beware these fo' niggaz
Scarin' motherfuckers like Steven King flicks

Makin' niggaz clear the room like a dyke flea a dick
Makin' 2nd II None shit, nigga like Quik
So when I bomb first nigga who you rollin' with?
Fuck that ice on your wrist, fuck yo' fine ass bitch

'Cause you could lose it in a tussle nigga watch me hustle
Watch niggaz kiss my ass without flexin' a muscle
Bitches all in the back they knees waitin' to buckle
Same time same channel don't change the dial
Niggaz4life, fuckin' your wife', these niggaz wild

(Hello)
I started this gangsta shit
And this the motherfuckin' thanks I get?
(Hello)
I started this gangsta shit
And this the muh'fuckin' thanks I get?
(Hello)

Did I fall off? Got you in your room
Rippin' every 'Chronic' poster on your wall off
Just 'cause I put away the sawed off
Now I got you sittin' back with a smirk
Listenin' with your arms crossed

Questionin' Dre's credibility
(What?)
Wondering if it's still in me to produce hits
Y'all be killin' me

As if I need to make mo', I got a mansion
And six cars that are paid fo', suck my dick!
(Hello)
We came a long way from not givin' a fuck
Sellin' tapes out of a trunk to movin' this far up

Now we got the whole world starstruck
Made a million plus and still don't give a motherfuck
Motherfucker I'm Dre, I don't need your respect
I don't need to make another album bitch I don't gotta do shit
I do it because I want to not to stay in the game
Fuck the fame, I'm still stayin' the same, lil' bitch!
(Hello)
I started this gangsta shit
And this the motherfuckin' thanks I get?
(Hello)
I started this gangsta shit
And this the motherfuckin' thanks I get?
(Hello)
Look at these niggaz with attitudes
Look at these niggaz with attitudes
(Hello)
Look at these niggaz with attitudes
Look at these niggaz with attitudes
Look at these niggaz with attitudes"
hello,j. cole,Already processed,"Hello, hello, hello
Hello, hello, hello

And I thought about you today
And I thought about the things you used to say
And I thought about the things we did
And I thought about your newest kid
And damn, that makes two now
Oh, what do I do now?
'Cause if we ever got together
I'd have to be them niggas step-pops forever
And well that ain't my thing 'cause I
I ain't even got my own
And I ain't really got no home
No place to put these things I own
And I thought about the things you used to say
And I thought about the games you used to play
And I thought about that little kid
And I thought about the things we did
I always thought that we would be together
I always knew that we would be together
But I don't wanna wait forever
I don't wanna wait forever

Hello, hello, hello
Hello, hello, hello

Hello, he-hello?
Shit seem so sad when you look back
Shit seem so sad when you look back
Shit seem so sad when you look back
Shit seem so sad when you look back
Shit seem so sad when you look back
Shit seem so sad when you look back
Shit seem so sad when you look back
Shit seem so sad when you look back
Shit seem so sad when you look back
Everything's so sad when you look back

On the rebound like a book back
On the rebound like a put back
Don't just sit back, bitch get on it
Time fly by way too quick, don't it
Reflection bring regrets don't it
Rejection makes you defensive
So you protect your pride with your reflexes
But life is a game with no reset on the end

It ain't no lookin' back, no, no, no, no
It ain't no lookin' back, no, no, no, no
It ain't no lookin' back, no, no, no, no
It's all good
Ayy, it ain't no lookin' back, no, no, no, no
It ain't no lookin' back, no, no, no, no
It ain't no lookin' back, no, no, no, no
It's all good

Hello, hello, hello
Hello, hello, hello

And I thought about you today
And I thought about the things you used to say
And I thought about the things we did
And I thought about your newest kid
And damn that makes two now
Oh, what do I do now?"
hello,junior senior,Already processed,"Hello!
Welcome to our new record
This is it
We're back, b-b-back on track
For the big comeback
Hello, hello

Come on, put on your pants
'Cause you just might wanna dance
Hello, hello

How low can you go, go?
Well I don't know

Let's find out"
